event_id,timestamp,user_id,username,command,device,privilege_used
CMD028365,2026-06-03 12:21:00,U1070,betty.thomas40,cd project/,WKSTN-U1070,USER
CMD007426,2026-06-03 13:26:00,U1019,donna.anderson,ls -la,WKSTN-U1019,USER
CMD007865,2026-06-03 13:04:00,U1020,andrew.thomas36,whoami,WKSTN-U1020,USER
CMD038190,2026-06-03 12:05:00,U1093,sarah.clark44,cat readme.txt,  WKSTN-U1093 ,USER
CMD033696,2026-06-03 12:40:00,U1083,sarah.allen70	,whoami,WKSTN-U1083,USER
CMD023157,2026-06-03 12:50:00,U1057,NANCY.SANCHEZ,ls -la,WKSTN-U1057,USER
CMD035031,2026-06-03 13:29:00,U1086,steven.thompson53,ipconfig,WKSTN-U1086,USER
CMD010116,2026-06-03 13:04:00,U1025,betty.brown22,systeminfo,WKSTN-U1025,USER
CMD011906,2026-06-03 12:00:00,U1029,michelle.garcia54,git pull,WKSTN-U1029,USER
CMD011007,2026-06-03 13:04:00,U1027,patricia.brown75,whoami,WKSTN-U1027,USER
CMD015579,2026-06-03 12:52:00,U1038,emily.clark,systeminfo,WKSTN-U1038,USER
CMD010113,2026-06-03 13:33:00,U1025,betty.brown22,df -h,WKSTN-U1025,USER
CMD035921,2026-06-03 14:47:00,U1088,andrew.smith85,cd project/,WKSTN-U1088,USER
CMD007867,2026-06-03 14:31:00,U1020,andrew.thomas36,git status,WKSTN-U1020,USER
CMD011005,2026-06-03 14:32:00,U1027,patricia.brown75,top,WKSTN-U1027,USER
CMD007427,2026-06-03 13:43:00,U1019,donna.anderson,systeminfo,WKSTN-U1019,USER
CMD007424,2026-06-03 16:01:00,U1019,donna.anderson,systeminfo,WKSTN-U1019,USER
CMD006481,2026-06-03 14:44:00,U1017,emily.hernandez34,df -h,WKSTN-U1017,USER
CMD010563,2026-06-03 15:13:00,U1026,,cd project/,WKSTN-U1026,USER
CMD004373,2026-06-03 15:04:00,U1012,linda.martinez,ping 10.0.0.5,WKSTN-U1012,USER
CMD011006,2026-06-03 15:57:00,U1027,patricia.brown75,,WKSTN-U1027,USER
CMD008764,2026-06-03 14:35:00,U1022,sandra.brown,whoami,WKSTN-U1022,USER
CMD023159,2026-06-03 15:09:00,U1057,nancy.sanchez,systeminfo,WKSTN-U1057,USER
CMD035030,2026-06-03 14:21:00,U1086,  steven.thompson53 ,clear,WKSTN-U1086,USER
CMD010564,2026-06-03 15:47:00,U1026,elizabeth.gonzalez,ping 10.0.0.5,WKSTN-U1026,USER
CMD010562,2026-06-03 14:48:00,U1026,elizabeth.gonzalez,cat readme.txt,,USER
CMD037744,2026-06-03 13:34:00,U1092,steven.thomas,ping 10.0.0.5,WKSTN-U1092,USER
CMD015577,2026-06-03 15:57:00,U1038,emily.clark,cd project/,WKSTN-U1038,user
CMD036384,2026-06-03 14:29:00,U1089,paul.brown27,dir,WKSTN-U1089,USER
CMD036386,2026-06-03 15:48:00,U1089,paul.brown27,dir,WKSTN-U1089,USER
CMD036827,2026-06-03 13:43:00,U1090,mary.hill,clear,WKSTN-U1090,USER
CMD006483,2026-06-03 16:13:00,U1017,emily.hernandez34,ping 10.0.0.5,WKSTN-U1017,USER
CMD023156,2026-06-03 15:29:00,U1057,nancy.sanchez,ping 10.0.0.5,WKSTN-U1057,USER
CMD032813,2026-06-03 14:26:00,U1081,margaret.davis,dir,WKSTN-U1081,USER
CMD015578,2026-06-03 15:27:00,U1038,emily.clark,systeminfo,WKSTN-U1038,USER
CMD028780,2026-06-03 13:51:00,U1071,matthew.robinson35,df -h,WKSTN-U1071,USER
CMD032376,2026-06-03 14:08:00,U1080,joseph.jackson91,ping 10.0.0.5,WKSTN-U1080,USER
CMD010137,2026-06-04 08:58:00,U1025,betty.brown22,git status,WKSTN-U1025,USER
CMD011490,2026-06-03 17:50:00,U1028,john.hill,git pull,WKSTN-U1028,USER
CMD035497,2026-06-04 09:04:00,U1087,charles.sanchez,whoami,WKSTN-U1087,USER
CMD035496,2026-06-04 09:09:00,U1087,charles.sanchez,dir,WKSTN-U1087,USER
CMD035048,2026-06-04 10:03:00,U1086,steven.thompson53,dir,WKSTN-U1086,USER
CMD037297,2026-06-03 17:08:00,U1091,linda.robinson,git pull,WKSTN-U1091,USER
CMD011027,2026-06-04 09:26:00,U1027,patricia.brown75,systeminfo,WKSTN-U1027,USER
CMD035495,2026-06-04 07:09:00,U1087,charles.sanchez,git pull,WKSTN-U1087,user
CMD034616,2026-06-04 08:23:00,U1085,barbara.walker67,ping 10.0.0.5,WKSTN-U1085,USER
CMD006048,2026-06-04 10:23:00,U1016,  patricia.thomas ,clear,WKSTN-U1016,USER
CMD010138,2026-06-04 08:08:00,U1025,betty.brown22,ipconfig,,USER
CMD035046,2026-06-04 07:15:00,U1086,steven.thompson53,systeminfo,WKSTN-U1086,USER
CMD036407,2026-06-04 10:22:00,U1089,paul.brown27,git pull,WKSTN-U1089,USER
CMD031960,2026-06-03 16:25:00,U1079,emily.jones,cat readme.txt,WKSTN-U1079,USER
CMD034148,2026-06-04 09:06:00,U1084,joshua.taylor,top,WKSTN-U1084,USER
CMD024751,2026-06-04 10:18:00,U1061,jessica.rodriguez,ls -la,WKSTN-U1061,USER
CMD000460,2026-06-04 09:20:00,U1002,donna.ramirez,df -h,WKSTN-U1002,USER
CMD035940,2026-06-04 09:50:00,U1088,  andrew.smith85 ,clear,WKSTN-U1088,USER
CMD031981,2026-06-04 07:32:00,U1079,emily.jones,ipconfig,WKSTN-U1079,USER
CMD010139,2026-06-04 08:59:00,U1025,betty.brown22,ipconfig,WKSTN-U1025,USER
CMD032828,2026-06-04 10:11:00,U1081,margaret.davis,systeminfo,WKSTN-U1081,USER
CMD019972,2026-06-04 07:32:00,U1049,michelle.jones59,git pull,WKSTN-U1049,USER
CMD028384,2026-06-04 10:03:00,U1070,betty.thomas40,systeminfo,WKSTN-U1070,USER
CMD031980,2026-06-04 08:09:00,U1079,emily.jones,  cat readme.txt ,WKSTN-U1079,USER
CMD002865,2026-06-04 08:57:00,U1008,joshua.hernandez,cat readme.txt,WKSTN-U1008,USER
CMD017973,2026-06-04 10:39:00,U1044,lisa.ramirez9,systeminfo,WKSTN-U1044,USER
CMD011929,2026-06-04 11:16:00,U1029,michelle.garcia54,df -h,WKSTN-U1029,
CMD004816,2026-06-04 11:37:00,U1013,emily.smith,whoami,WKSTN-U1013,USER
CMD037766,2026-06-04 10:49:00,U1092,steven.thomas,cat readme.txt,WKSTN-U1092,USER
CMD011507,2026-06-04 10:40:00,U1028,john.hill,cd project/,WKSTN-U1028,USER
CMD012359,2026-06-04 11:14:00,U1030,,dir,WKSTN-U1030,USER
CMD006505,2026-06-04 11:25:00,U1017,emily.hernandez34,git status,WKSTN-U1017,USER
CMD037768,2026-06-04 11:15:00,U1092,steven.thomas,clear,WKSTN-U1092,
CMD009243,2026-06-04 10:24:00,U1023,richard.wright,ping 10.0.0.5,  WKSTN-U1023 ,USER
CMD017180,2026-06-04 11:14:00,U1042,michael.hill56,df -h,WKSTN-U1042,USER
CMD009694,2026-06-04 10:27:00,U1024,emily.miller,git status,WKSTN-U1024,USER
CMD008786,2026-06-04 11:23:00,U1022,sandra.brown,ls -la,WKSTN-U1022,USER
CMD036406,2026-06-04 10:40:00,U1089,paul.brown27,cd project/,WKSTN-U1089,USER
CMD009242,2026-06-04 11:40:00,U1023,richard.wright,top,WKSTN-U1023,USER
CMD008335,2026-06-04 11:00:00,U1021,jessica.walker,git pull,WKSTN-U1021,USER
CMD021970,2026-06-04 10:53:00,U1054,anthony.martinez,systeminfo,WKSTN-U1054,USER
CMD024752,2026-06-04 11:05:00,U1061,jessica.rodriguez,git status,WKSTN-U1061,USER
CMD002864,2026-06-04 12:06:00,U1008,joshua.hernandez,clear,WKSTN-U1008,USER
CMD020776,2026-06-04 11:22:00,U1051,sandra.king72,systeminfo,WKSTN-U1051,USER
CMD011508,2026-06-04 11:44:00,U1028,john.hill,whoami,WKSTN-U1028,USER
CMD002866,2026-06-04 12:07:00,U1008,,cat readme.txt,WKSTN-U1008,USER
CMD035049,2026-06-04 12:09:00,U1086,steven.thompson53,top,WKSTN-U1086,USER
CMD033271,2026-06-04 11:15:00,U1082,karen.hill96,cd project/,WKSTN-U1082,USER
CMD007451,2026-06-04 10:53:00,U1019,donna.anderson,ping 10.0.0.5,WKSTN-U1019,USER
CMD011928,2026-06-04 10:34:00,U1029,michelle.garcia54,whoami,WKSTN-U1029,USER
CMD017974,2026-06-04 12:45:00,U1044,lisa.ramirez9,cd project/,WKSTN-U1044,USER
CMD034617,2026-06-04 12:45:00,U1085,BARBARA.WALKER67,dir,WKSTN-U1085,USER
CMD017181,2026-06-04 14:07:00,U1042,michael.hill56,ping 10.0.0.5,WKSTN-U1042,
CMD034614,2026-06-04 14:15:00,U1085,barbara.walker67,cat readme.txt,WKSTN-U1085,USER
CMD019971,2026-06-04 12:41:00,U1049,michelle.jones59,df -h,WKSTN-U1049,USER
CMD011930,2026-06-04 13:12:00,U1029,  michelle.garcia54 ,top,WKSTN-U1029,USER
CMD006508,2026-06-04 12:30:00,U1017,emily.hernandez34,dir,WKSTN-U1017,USER
CMD011509,2026-06-04 13:13:00,U1028,john.hill,dir,WKSTN-U1028,USER
CMD013618,2026-06-04 13:31:00,U1033,linda.miller	,whoami,WKSTN-U1033,USER
CMD032829,2026-06-04 13:33:00,U1081,margaret.davis,git pull,,USER
CMD000459,2026-06-04 13:05:00,U1002,donna.ramirez,top,WKSTN-U1002,USER
CMD037767,2026-06-04 13:44:00,U1092,steven.thomas,dir,WKSTN-U1092,USER
CMD007891,2026-06-04 14:10:00,U1020,andrew.thomas36,cd project/,WKSTN-U1020,USER
CMD037765,2026-06-04 12:53:00,U1092,steven.thomas,git status,WKSTN-U1092,USER
CMD021969,2026-06-04 12:24:00,U1054,anthony.martinez,whoami,WKSTN-U1054,USER
CMD006506,2026-06-04 13:57:00,U1017,emily.hernandez34,clear,WKSTN-U1017,USER
CMD012360,2026-06-04 12:52:00,U1030,betty.rodriguez86,systeminfo	,WKSTN-U1030	,USER
CMD007890,2026-06-04 13:10:00,U1020,andrew.thomas36,ipconfig,WKSTN-U1020,USER
CMD004814,2026-06-04 12:27:00,U1013,emily.smith,clear,WKSTN-U1013,USER
CMD038658,2026-06-04 13:10:00,U1094,elizabeth.lewis69,cat readme.txt,WKSTN-U1094,USER
CMD008336,2026-06-04 12:20:00,U1021,jessica.walker,,WKSTN-U1021,USER
CMD036846,2026-06-04 13:34:00,U1090,mary.hill,df -h,WKSTN-U1090,USER
CMD019974,2026-06-04 13:11:00,U1049,,cat readme.txt,WKSTN-U1049,USER
CMD008787,2026-06-04 13:18:00,U1022,sandra.brown,cd project/,WKSTN-U1022,USER
CMD032394,2026-06-04 14:21:00,U1080,joseph.jackson91,df -h,WKSTN-U1080,USER
CMD035047,2026-06-04 14:52:00,U1086,steven.thompson53,df -h,WKSTN-U1086,USER
CMD011026,2026-06-04 14:39:00,U1027,patricia.brown75,systeminfo,WKSTN-U1027,USER
CMD019973,2026-06-04 15:02:00,U1049,michelle.jones59,  whoami ,WKSTN-U1049,USER
CMD033715,2026-06-04 14:35:00,U1083,SARAH.ALLEN70,ls -la,  WKSTN-U1083 ,USER
CMD011025,2026-06-04 15:10:00,U1027,patricia.brown75,ls -la,WKSTN-U1027,USER
CMD034615,2026-06-04 14:27:00,U1085,barbara.walker67,systeminfo,WKSTN-U1085,USER
CMD033270,2026-06-04 16:53:00,U1082,,ipconfig,WKSTN-U1082,USER
CMD009693,2026-06-04 14:57:00,U1024,emily.miller,git status,WKSTN-U1024,USER
CMD008785,2026-06-04 16:10:00,U1022,sandra.brown	,ipconfig,WKSTN-U1022,USER
CMD024749,2026-06-04 14:27:00,U1061,jessica.rodriguez,top,WKSTN-U1061,USER
CMD006988,2026-06-04 14:51:00,U1018,betty.white57,whoami,WKSTN-U1018,USER
CMD010588,2026-06-04 16:03:00,U1026,elizabeth.gonzalez,clear,WKSTN-U1026,USER
CMD035939,2026-06-04 15:34:00,U1088,andrew.smith85,systeminfo,WKSTN-U1088,USER
CMD024750,2026-06-04 14:53:00,U1061,jessica.rodriguez,cd project/,WKSTN-U1061,USER
CMD011506,2026-06-04 15:34:00,U1028,john.hill,whoami,WKSTN-U1028,USER
CMD037320,2026-06-04 15:39:00,U1091,linda.robinson,git pull,WKSTN-U1091	,USER
CMD002867,2026-06-04 14:49:00,U1008,joshua.hernandez,dir,,USER
CMD034149,2026-06-04 15:50:00,U1084,joshua.taylor,df -h,WKSTN-U1084,USER
CMD004813,2026-06-04 14:42:00,U1013,emily.smith,  systeminfo ,WKSTN-U1013,USER
CMD011024,2026-06-04 14:40:00,U1027,patricia.brown75,df -h,WKSTN-U1027,USER
CMD037319,2026-06-04 16:43:00,U1091,linda.robinson,whoami,WKSTN-U1091,USER
CMD004815,2026-06-04 16:26:00,U1013,  emily.smith ,ping 10.0.0.5,WKSTN-U1013,USER
CMD038208,2026-06-04 15:20:00,U1093,sarah.clark44	,cd project/,WKSTN-U1093,USER
CMD012361,2026-06-04 15:54:00,U1030,betty.rodriguez86,cat readme.txt,WKSTN-U1030,USER
CMD007889,2026-06-04 15:05:00,U1020,andrew.thomas36,whoami,WKSTN-U1020,USER
CMD037318,2026-06-04 17:40:00,U1091,linda.robinson,clear,WKSTN-U1091,USER
CMD006507,2026-06-04 17:21:00,U1017,emily.hernandez34,ls -la,WKSTN-U1017,USER
CMD010158,2026-06-05 08:57:00,U1025,betty.brown22,cd project/,WKSTN-U1025,USER
CMD033716,2026-06-04 17:11:00,U1083,sarah.allen70,df -h,WKSTN-U1083,USER
CMD034635,2026-06-05 07:00:00,U1085,barbara.walker67,cd project/,WKSTN-U1085,USER
CMD012383,2026-06-05 08:58:00,U1030,betty.rodriguez86,git pull,WKSTN-U1030,user
CMD031579,2026-06-05 09:50:00,U1078,michelle.miller,ipconfig,WKSTN-U1078,USER
CMD034636,2026-06-05 07:41:00,U1085,barbara.walker67,cd project/,WKSTN-U1085,USER
CMD017975,2026-06-04 17:16:00,U1044,lisa.ramirez9,whoami,WKSTN-U1044,USER
CMD008351,2026-06-05 08:54:00,U1021,jessica.walker,top,WKSTN-U1021,USER
CMD010607,2026-06-05 09:38:00,U1026,elizabeth.gonzalez,whoami,WKSTN-U1026,USER
CMD034172,2026-06-05 09:18:00,U1084,joshua.taylor,top,WKSTN-U1084,USER
CMD012384,2026-06-05 09:00:00,U1030,betty.rodriguez86,clear,WKSTN-U1030,USER
CMD006066,2026-06-05 09:03:00,U1016,patricia.thomas,cat readme.txt,WKSTN-U1016,USER
CMD011525,2026-06-05 07:49:00,U1028,john.hill,ipconfig,WKSTN-U1028,USER
CMD007470,2026-06-05 09:24:00,U1019,DONNA.ANDERSON,top,WKSTN-U1019,USER
CMD020777,2026-06-04 17:25:00,U1051,sandra.king72	,top,WKSTN-U1051,USER
CMD008353,2026-06-05 08:20:00,U1021,jessica.walker,dir,WKSTN-U1021,USER
CMD010587,2026-06-04 17:45:00,U1026,elizabeth.gonzalez,  df -h ,WKSTN-U1026,USER
CMD038225,2026-06-05 07:25:00,U1093,SARAH.CLARK44,ls -la,WKSTN-U1093,USER
CMD008805,2026-06-05 08:35:00,U1022,sandra.brown,df -h,WKSTN-U1022,USER
CMD037342,2026-06-05 08:22:00,U1091,linda.robinson,clear,WKSTN-U1091,USER
CMD008352,2026-06-05 08:18:00,U1021,jessica.walker,ipconfig,WKSTN-U1021,USER
CMD013619,2026-06-04 17:28:00,U1033,  linda.miller ,cat readme.txt,WKSTN-U1033,USER
CMD009244,2026-06-04 17:32:00,U1023,richard.wright,ping 10.0.0.5,WKSTN-U1023,USER
CMD033288,2026-06-05 10:58:00,U1082,karen.hill96,cat readme.txt,  WKSTN-U1082 ,USER
CMD037786,2026-06-05 10:27:00,U1092,steven.thomas,cat readme.txt,WKSTN-U1092,USER
CMD037343,2026-06-05 10:44:00,U1091,linda.robinson,whoami,WKSTN-U1091,
CMD011050,2026-06-05 11:25:00,U1027,patricia.brown75,git status,WKSTN-U1027,USER
CMD035071,2026-06-05 10:21:00,U1086,steven.thompson53,ping 10.0.0.5,WKSTN-U1086,USER
CMD032415,2026-06-05 11:55:00,U1080,joseph.jackson91,top,WKSTN-U1080,USER
CMD017607,2026-06-05 11:11:00,U1043,thomas.williams91,ipconfig,WKSTN-U1043,USER
CMD012821,2026-06-05 12:00:00,U1031,john.wright28,systeminfo,WKSTN-U1031,USER
CMD007006,2026-06-05 11:37:00,U1018,betty.white57,ls -la,  WKSTN-U1018 ,USER
CMD033286,2026-06-05 10:27:00,U1082,karen.hill96,df -h,WKSTN-U1082,USER
CMD040304,2026-06-05 11:27:00,U1098,nancy.wright49,cd project/,WKSTN-U1098,USER
CMD006531,2026-06-05 10:05:00,U1017,emily.hernandez34,df -h,WKSTN-U1017,USER
CMD011049,2026-06-05 11:25:00,U1027,patricia.brown75,whoami,WKSTN-U1027,USER
CMD000909,2026-06-05 12:01:00,U1003,kenneth.clark29,git pull,WKSTN-U1003,USER
CMD036868,2026-06-05 11:09:00,U1090,mary.hill,git status,WKSTN-U1090,USER
CMD038673,2026-06-05 11:18:00,U1094,elizabeth.lewis69,git pull,WKSTN-U1094,USER
CMD035070,2026-06-05 11:21:00,U1086,steven.thompson53,clear,WKSTN-U1086,USER
CMD008354,2026-06-05 10:54:00,U1021,jessica.walker,systeminfo,WKSTN-U1021,USER
CMD012820,2026-06-05 11:26:00,U1031,,  systeminfo ,WKSTN-U1031,USER
CMD006068,2026-06-05 11:19:00,U1016,patricia.thomas,git pull,WKSTN-U1016,USER
CMD009260,2026-06-05 10:57:00,U1023,richard.wright,git pull,WKSTN-U1023,USER
CMD007004,2026-06-05 11:28:00,U1018,betty.white57,df -h,WKSTN-U1018,USER
CMD010156,2026-06-05 10:38:00,U1025,betty.brown22,  whoami ,WKSTN-U1025,USER
CMD035962,2026-06-05 11:22:00,U1088,andrew.smith85,whoami,WKSTN-U1088,USER
CMD038674,2026-06-05 10:55:00,U1094,elizabeth.lewis69,cat readme.txt,WKSTN-U1094	,USER
CMD011946,2026-06-05 13:57:00,U1029,michelle.garcia54,dir,,USER
CMD021992,2026-06-05 12:58:00,U1054,anthony.martinez,git status,WKSTN-U1054,USER
CMD006528,2026-06-05 13:37:00,U1017,emily.hernandez34,git status,WKSTN-U1017,USER
CMD011526,2026-06-05 13:22:00,U1028,john.hill,clear,WKSTN-U1028,USER
CMD035512,2026-06-05 12:16:00,U1087,charles.sanchez,ipconfig,WKSTN-U1087,USER
CMD036428,2026-06-05 12:42:00,U1089,paul.brown27,cd project/	,,USER
CMD040302,2026-06-05 12:20:00,U1098,nancy.wright49,systeminfo,WKSTN-U1098,USER
CMD039906,2026-06-05 12:35:00,U1097,mark.martinez10,,WKSTN-U1097,USER
CMD021989,2026-06-05 14:06:00,U1054,anthony.martinez,clear,WKSTN-U1054,USER
CMD033285,2026-06-05 13:47:00,U1082,karen.hill96,top,WKSTN-U1082,USER
CMD033287,2026-06-05 12:40:00,U1082,karen.hill96,ipconfig,WKSTN-U1082,USER
CMD038222,2026-06-05 12:20:00,U1093,sarah.clark44,git status,WKSTN-U1093,USER
CMD031580,2026-06-05 13:18:00,U1078,michelle.miller,dir,WKSTN-U1078,USER
CMD000908,2026-06-05 13:03:00,U1003,kenneth.clark29,ping 10.0.0.5,WKSTN-U1003,USER
CMD006067,2026-06-05 12:12:00,U1016,patricia.thomas,clear,WKSTN-U1016,
CMD008806,2026-06-05 12:21:00,U1022,sandra.brown,systeminfo,,USER
CMD009710,2026-06-05 13:02:00,U1024,emily.miller,ls -la,WKSTN-U1024,USER
CMD012382,2026-06-05 12:28:00,U1030,betty.rodriguez86,whoami,WKSTN-U1030,USER
CMD039907,2026-06-05 12:59:00,U1097,mark.martinez10,systeminfo,WKSTN-U1097,USER
CMD038224,2026-06-05 13:17:00,U1093,SARAH.CLARK44,whoami,WKSTN-U1093,USER
CMD007005,2026-06-05 12:47:00,U1018,betty.white57,top,WKSTN-U1018,USER
CMD036429,2026-06-05 13:29:00,U1089,paul.brown27,ping 10.0.0.5,WKSTN-U1089,USER
CMD009709,2026-06-05 12:39:00,U1024,emily.miller,top,WKSTN-U1024,USER
CMD022412,2026-06-05 14:05:00,U1055,patricia.wilson54,ls -la,WKSTN-U1055,USER
CMD007007,2026-06-05 12:32:00,U1018,betty.white57,df -h,WKSTN-U1018,USER
CMD010157,2026-06-05 15:32:00,U1025,betty.brown22,ls -la,WKSTN-U1025,USER
CMD033731,2026-06-05 14:37:00,U1083,sarah.allen70,  cd project/ ,WKSTN-U1083,USER
CMD035960,2026-06-05 15:06:00,U1088,andrew.smith85,whoami,WKSTN-U1088,USER
CMD040305,2026-06-05 14:10:00,U1098,nancy.wright49,systeminfo,WKSTN-U1098,USER
CMD009262,2026-06-05 15:23:00,U1023,richard.wright,ping 10.0.0.5	,WKSTN-U1023,USER
CMD035069,2026-06-05 15:48:00,U1086,steven.thompson53,,WKSTN-U1086,USER
CMD007471,2026-06-05 15:09:00,U1019,donna.anderson,whoami,WKSTN-U1019,USER
CMD035961,2026-06-05 14:40:00,U1088,andrew.smith85,dir,WKSTN-U1088,USER
CMD021991,2026-06-05 15:55:00,U1054,ANTHONY.MARTINEZ,cat readme.txt,WKSTN-U1054,USER
CMD040303,2026-06-05 15:48:00,U1098,nancy.wright49,cd project/,WKSTN-U1098,USER
CMD037341,2026-06-05 14:07:00,U1091,linda.robinson,systeminfo,WKSTN-U1091,USER
CMD036427,2026-06-05 14:11:00,U1089,paul.brown27,cd project/,WKSTN-U1089,USER
CMD006530,2026-06-05 15:21:00,U1017,EMILY.HERNANDEZ34,top,WKSTN-U1017,USER
CMD035068,2026-06-05 14:49:00,U1086,steven.thompson53,clear,WKSTN-U1086,USER
CMD038223,2026-06-05 15:12:00,U1093,sarah.clark44,cd project/,WKSTN-U1093,USER
CMD010155,2026-06-05 15:40:00,U1025,betty.brown22,git pull,WKSTN-U1025,USER
CMD021990,2026-06-05 14:17:00,U1054,anthony.martinez,ls -la,WKSTN-U1054,USER
CMD012822,2026-06-05 14:33:00,U1031,john.wright28,whoami,WKSTN-U1031,USER
CMD032001,2026-06-05 14:56:00,U1079,EMILY.JONES,ipconfig,WKSTN-U1079,USER
CMD007912,2026-06-05 15:32:00,U1020,andrew.thomas36,systeminfo,WKSTN-U1020,USER
CMD034634,2026-06-05 14:18:00,U1085,barbara.walker67	,top,WKSTN-U1085,USER
CMD010606,2026-06-05 15:01:00,U1026,elizabeth.gonzalez,cat readme.txt,WKSTN-U1026,USER
CMD006529,2026-06-05 15:32:00,U1017,emily.hernandez34,  df -h ,WKSTN-U1017,USER
CMD009261,2026-06-05 14:30:00,U1023,richard.wright,dir,,USER
CMD034173,2026-06-05 15:39:00,U1084,joshua.taylor,df -h,WKSTN-U1084,USER
CMD032437,2026-06-08 09:38:00,U1080,joseph.jackson91,ls -la,WKSTN-U1080,USER
CMD013248,2026-06-08 08:42:00,U1032,paul.wright91,cd project/,,USER
CMD011547,2026-06-08 09:28:00,U1028,john.hill,clear,WKSTN-U1028,USER
CMD036003,2026-06-07 14:32:00,U1088,andrew.smith85,df -h,WKSTN-U1088,USER
CMD030800,2026-06-05 17:10:00,U1076,john.torres,systeminfo,WKSTN-U1076,USER
CMD035959,2026-06-05 16:49:00,U1088,andrew.smith85,whoami,WKSTN-U1088,USER
CMD007488,2026-06-08 08:02:00,U1019,donna.anderson,systeminfo,WKSTN-U1019,USER
CMD037363,2026-06-08 07:24:00,U1091,linda.robinson,clear,WKSTN-U1091,USER
CMD036886,2026-06-07 09:08:00,U1090,mary.hill,clear,WKSTN-U1090,USER
CMD008369,2026-06-08 09:05:00,U1021,jessica.walker,ipconfig,WKSTN-U1021,USER
CMD011945,2026-06-05 16:20:00,U1029,michelle.garcia54,ls -la,WKSTN-U1029,USER
CMD036020,2026-06-08 09:09:00,U1088,andrew.smith85,dir,WKSTN-U1088,USER
CMD036021,2026-06-08 08:50:00,U1088,andrew.smith85,clear,WKSTN-U1088,USER
CMD030822,2026-06-08 09:22:00,U1076,john.torres,git pull,WKSTN-U1076,USER
CMD035983,2026-06-06 12:59:00,U1088,andrew.smith85,top,WKSTN-U1088,USER
CMD037361,2026-06-08 08:35:00,U1091,  linda.robinson ,systeminfo,WKSTN-U1091,USER
CMD032847,2026-06-05 16:30:00,U1081,margaret.davis,dir,WKSTN-U1081,USER
CMD011072,2026-06-08 08:42:00,U1027,patricia.brown75,git pull,WKSTN-U1027,USER
CMD036004,2026-06-07 08:47:00,U1088,andrew.smith85,git pull,WKSTN-U1088,USER
CMD013246,2026-06-08 07:22:00,U1032,paul.wright91,git pull,WKSTN-U1032,USER
CMD037362,2026-06-08 07:23:00,U1091,linda.robinson,  whoami ,WKSTN-U1091,USER
CMD033746,2026-06-08 09:40:00,U1083,sarah.allen70,cat readme.txt,WKSTN-U1083,USER
CMD039107,2026-06-08 08:37:00,U1095,richard.thomas74,clear,WKSTN-U1095,USER
CMD035982,2026-06-06 10:52:00,U1088,andrew.smith85,dir,  WKSTN-U1088 ,USER
CMD033308,2026-06-08 07:10:00,U1082,karen.hill96,ls -la,WKSTN-U1082,USER
CMD012404,2026-06-08 11:36:00,U1030,betty.rodriguez86,ping 10.0.0.5,  WKSTN-U1030 ,USER
CMD002901,2026-06-08 10:22:00,U1008,joshua.hernandez,top,WKSTN-U1008,USER
CMD032022,2026-06-08 10:22:00,U1079,EMILY.JONES,clear	,WKSTN-U1079,USER
CMD035092,2026-06-08 11:31:00,U1086,,ping 10.0.0.5,WKSTN-U1086,USER
CMD009732,2026-06-08 11:34:00,U1024,emily.miller,top,WKSTN-U1024,USER
CMD038692,2026-06-08 10:00:00,U1094,elizabeth.lewis69,ipconfig,WKSTN-U1094,USER
CMD032020,2026-06-08 10:47:00,U1079,emily.jones,whoami,WKSTN-U1079,USER
CMD009284,2026-06-08 10:14:00,U1023,richard.wright,cd project/,WKSTN-U1023,USER
CMD011966,2026-06-08 11:34:00,U1029,michelle.garcia54	,ipconfig,  WKSTN-U1029 ,USER
CMD034652,2026-06-08 10:34:00,U1085,barbara.walker67,df -h,WKSTN-U1085,USER
CMD036909,2026-06-08 10:46:00,U1090,mary.hill,cd project/,WKSTN-U1090,USER
CMD010627,2026-06-08 10:33:00,U1026,elizabeth.gonzalez,cat readme.txt,WKSTN-U1026,USER
CMD037805,2026-06-08 11:01:00,U1092,steven.thomas,whoami,WKSTN-U1092,USER
CMD030018,2026-06-08 10:46:00,U1074,sarah.williams7,cd project/,WKSTN-U1074,USER
CMD039108,2026-06-08 10:07:00,U1095,  richard.thomas74 ,cd project/,WKSTN-U1095,USER
CMD006088,2026-06-08 11:39:00,U1016,patricia.thomas,ls -la,WKSTN-U1016,USER
CMD007930,2026-06-08 10:08:00,U1020,andrew.thomas36,df -h,WKSTN-U1020,USER
CMD002899,2026-06-08 11:48:00,U1008,,ping 10.0.0.5,WKSTN-U1008,USER
CMD038694,2026-06-08 09:47:00,U1094,elizabeth.lewis69,top,WKSTN-U1094,USER
CMD039109,2026-06-08 10:00:00,U1095,richard.thomas74,dir,WKSTN-U1095,USER
CMD036448,2026-06-08 09:57:00,U1089,paul.brown27,git pull,WKSTN-U1089,USER
CMD010628,2026-06-08 09:45:00,U1026,elizabeth.gonzalez,dir,WKSTN-U1026,USER
CMD031599,2026-06-08 11:15:00,U1078,michelle.miller,cd project/,WKSTN-U1078,USER
CMD007023,2026-06-08 10:27:00,U1018,betty.white57,,WKSTN-U1018,USER
CMD011548,2026-06-08 10:39:00,U1028,john.hill,cd project/,WKSTN-U1028,USER
CMD006549,2026-06-08 13:22:00,U1017,emily.hernandez34,whoami,WKSTN-U1017,USER
