event_id,timestamp,user_id,username,application,duration_minutes,device
APP014780,2026-06-04 10:15:00,U1036,linda.jones,Excel,29,WKSTN-U1036
APP004387,2026-06-04 09:59:00,U1012,linda.martinez,SAP,51,WKSTN-U1012
APP021964,2026-06-04 10:29:00,U1054,anthony.martinez,Chrome,48,WKSTN-U1054
APP014395,2026-06-04 10:10:00,U1035,nancy.rodriguez82,Excel,53,WKSTN-U1035
APP022385,2026-06-04 10:28:00,U1055,,Zoom,31,WKSTN-U1055	
APP002084,2026-06-04 10:45:00,U1006,george.gonzalez,SAP,17,WKSTN-U1006
APP038201,2026-06-04 11:09:00,U1093,sarah.clark44,PuTTY	,31,WKSTN-U1093
APP010580,2026-06-04 10:58:00,U1026,elizabeth.gonzalez,VSCode,18,WKSTN-U1026
APP033264,2026-06-04 10:55:00,U1082,karen.hill96,PuTTY,33,WKSTN-U1082
APP002860,2026-06-04 10:43:00,U1008,joshua.hernandez,Outlook,24,WKSTN-U1008	
APP019186,2026-06-04 11:03:00,U1047,sandra.lewis,Excel,35,WKSTN-U1047
APP025173,2026-06-04 10:40:00,U1062,william.martin,Outlook,9,WKSTN-U1062
APP020359,2026-06-04 10:49:00,U1050,michael.ramirez,Zoom,81,WKSTN-U1050
APP018781,2026-06-04 10:47:00,U1046,michelle.torres39,,10,WKSTN-U1046
APP005632,2026-06-04 11:16:00,U1015,lisa.hernandez,Excel,43,WKSTN-U1015
APP003230,2026-06-04 10:55:00,U1009,daniel.brown,Outlook,7,WKSTN-U1009
APP034140,2026-06-04 11:09:00,U1084,joshua.taylor,PuTTY,69,WKSTN-U1084
APP017582,2026-06-04 10:54:00,U1043,thomas.williams91,Excel,66,WKSTN-U1043
APP035488,2026-06-04 11:10:00,U1087,charles.sanchez,Chrome,21,WKSTN-U1087
APP023173,2026-06-04 10:58:00,U1057,nancy.sanchez,Outlook,85,WKSTN-U1057
APP026793,2026-06-04 11:01:00,U1066,  michelle.wright62 ,DocuSign,60,WKSTN-U1066
APP006044,2026-06-04 10:37:00,U1016,patricia.thomas,,19,WKSTN-U1016
APP002085,2026-06-04 10:43:00,U1006,george.gonzalez,Outlook,64,WKSTN-U1006
APP011919,2026-06-04 10:39:00,U1029,michelle.garcia54,Chrome,50,WKSTN-U1029
APP039881,2026-06-04 10:56:00,U1097,mark.martinez10,PowerPoint,87,WKSTN-U1097
APP002086,2026-06-04 11:14:00,U1006,george.gonzalez,Chrome,24,WKSTN-U1006
APP023940,2026-06-04 11:06:00,U1059,daniel.perez98,Excel,25,WKSTN-U1059
APP039877,2026-06-04 10:44:00,U1097,mark.martinez10,PowerPoint,45,WKSTN-U1097
APP004805,2026-06-04 10:52:00,U1013,emily.smith,Chrome,80,WKSTN-U1013
APP022382,2026-06-04 11:03:00,U1055,patricia.wilson54,Chrome,36,WKSTN-U1055
APP000882,2026-06-04 11:50:00,U1003,kenneth.clark29,QuickBooks,72,WKSTN-U1003
APP028379,2026-06-04 11:35:00,U1070,betty.thomas40,Chrome,61,WKSTN-U1070
APP018784,2026-06-04 11:51:00,U1046,michelle.torres39,Outlook,54,WKSTN-U1046
APP031164,2026-06-04 11:31:00,U1077,kimberly.harris58,Chrome,24,WKSTN-U1077
APP031168,2026-06-04 11:44:00,U1077,kimberly.harris58,Chrome,13,WKSTN-U1077
APP017962,2026-06-04 11:43:00,U1044,lisa.ramirez9,Chrome,11,WKSTN-U1044
APP021157,2026-06-04 11:31:00,U1052,paul.taylor,Salesforce,65,WKSTN-U1052
APP011500,2026-06-04 11:40:00,U1028,john.hill,Slack,49,WKSTN-U1028
APP028377,2026-06-04 11:23:00,U1070,betty.thomas40,DocuSign,62,WKSTN-U1070
APP025962,2026-06-04 11:44:00,U1064,matthew.wright55,Outlook,67,WKSTN-U1064
APP036399,2026-06-04 11:32:00,U1089,paul.brown27,Chrome,7,WKSTN-U1089
APP017963,2026-06-04 11:19:00,U1044,lisa.ramirez9,Workday,24,WKSTN-U1044
APP024354,2026-06-04 11:21:00,U1060,matthew.anderson,Excel,51,WKSTN-U1060
APP025964,2026-06-04 11:21:00,U1064,matthew.wright55,Word,44,  WKSTN-U1064 
APP012798,2026-06-04 11:29:00,U1031,john.wright28,Excel,76,WKSTN-U1031
APP021962,2026-06-04 11:50:00,U1054,anthony.martinez,Outlook,6,WKSTN-U1054
APP018362,2026-06-04 11:49:00,U1045,daniel.sanchez90,Outlook,42,WKSTN-U1045
APP002857,2026-06-04 11:46:00,U1008,joshua.hernandez,Excel,56,WKSTN-U1008
APP032387,2026-06-04 11:38:00,U1080,joseph.jackson91,Chrome,81,WKSTN-U1080
APP016354,2026-06-04 11:30:00,U1040,matthew.martin,Excel,35,WKSTN-U1040
APP019964,2026-06-04 11:49:00,U1049,michelle.jones59,Chrome,64,WKSTN-U1049
APP002859,2026-06-04 11:48:00,U1008,joshua.hernandez,Outlook,6,
APP027176,2026-06-04 11:45:00,U1067,paul.thomas97,OUTLOOK,6,WKSTN-U1067
APP035040,2026-06-04 11:26:00,U1086,steven.thompson53,Slack,24,WKSTN-U1086
APP011020,2026-06-04 11:29:00,U1027,patricia.brown75,Git,37,WKSTN-U1027
APP031558,2026-06-04 11:56:00,U1078,michelle.miller,Word,66,WKSTN-U1078
APP025172,2026-06-04 12:06:00,U1062,william.martin,Outlook,65,WKSTN-U1062
APP008777,2026-06-04 12:10:00,U1022,sandra.brown,VSCode,34,WKSTN-U1022
APP010577,2026-06-04 12:23:00,U1026,elizabeth.gonzalez,VSCode,26,WKSTN-U1026
APP013992,2026-06-04 12:24:00,U1034,thomas.allen63,Chrome,22,WKSTN-U1034
APP029978,2026-06-04 11:58:00,U1074,sarah.williams7,Word,39,WKSTN-U1074
APP015164,2026-06-04 12:07:00,U1037,robert.martin,Chrome,27,WKSTN-U1037
APP036841,2026-06-04 12:16:00,U1090,mary.hill,Active Directory Console,50,WKSTN-U1090
APP027937,2026-06-04 12:08:00,U1069,jessica.clark,Outlook,73,WKSTN-U1069
APP012797,2026-06-04 12:24:00,U1031,john.wright28,Excel,87,WKSTN-U1031
APP021557,2026-06-04 12:26:00,U1053,john.jackson31,Outlook,82,WKSTN-U1053
APP015166,2026-06-04 11:57:00,U1037,robert.martin,Workday,51,WKSTN-U1037
APP017966,2026-06-04 12:27:00,U1044,lisa.ramirez9,Excel,27,WKSTN-U1044
APP036397,2026-06-04 12:14:00,U1089,paul.brown27,putty,17,WKSTN-U1089
APP022384,2026-06-04 11:56:00,U1055,patricia.wilson54,Zoom,81,
APP011502,2026-06-04 12:10:00,U1028,john.hill,Docker Desktop,60,WKSTN-U1028
APP019184,2026-06-04 12:13:00,U1047,sandra.lewis,Excel,71,WKSTN-U1047
APP017964,2026-06-04 12:10:00,U1044,  lisa.ramirez9 ,Excel,18,WKSTN-U1044
APP001295,2026-06-04 12:24:00,U1004,elizabeth.wilson98,Outlook,53,WKSTN-U1004
APP025963,2026-06-04 11:55:00,U1064,matthew.wright55,Chrome,45,WKSTN-U1064
APP034607,2026-06-04 11:52:00,U1085,barbara.walker67,,89,WKSTN-U1085
APP019966,2026-06-04 12:09:00,U1049,michelle.jones59,zoom,52,WKSTN-U1049
APP030773,2026-06-04 12:09:00,U1076,john.torres,Outlook,83,WKSTN-U1076
APP022383,2026-06-04 12:20:00,U1055,patricia.wilson54,Chrome,37,WKSTN-U1055
APP029976,2026-06-04 12:21:00,U1074,sarah.williams7,Outlook,3,WKSTN-U1074
APP008326,2026-06-04 12:48:00,U1021,jessica.walker,VSCode,40,WKSTN-U1021
APP024355,2026-06-04 12:28:00,U1060,matthew.anderson,Zoom,47,WKSTN-U1060
APP025171,2026-06-04 12:53:00,U1062,william.martin,Salesforce,87,WKSTN-U1062
APP011921,2026-06-04 12:49:00,U1029,michelle.garcia54,VSCode,3,WKSTN-U1029
APP011019,2026-06-04 12:36:00,U1027,patricia.brown75,Chrome,7,WKSTN-U1027
APP008329,2026-06-04 12:55:00,U1021,jessica.walker,Jenkins,N/A,WKSTN-U1021
APP011501,2026-06-04 12:39:00,U1028,john.hill,Docker Desktop,52,WKSTN-U1028
APP028794,2026-06-04 12:41:00,U1071,matthew.robinson35,Word,40,WKSTN-U1071
APP010130,2026-06-04 12:55:00,U1025,betty.brown22,VSCode,90,WKSTN-U1025
APP033261,2026-06-04 12:43:00,U1082,karen.hill96,Wireshark,45,WKSTN-U1082
APP037311,2026-06-04 12:53:00,U1091,linda.robinson,wireshark,31,WKSTN-U1091
APP004807,2026-06-04 12:50:00,U1013,emily.smith,QuickBooks,25,WKSTN-U1013
APP005229,2026-06-04 12:37:00,U1014,james.taylor,Chrome,24,WKSTN-U1014
APP007883,2026-06-04 12:48:00,U1020,andrew.thomas36,Docker Desktop,29,WKSTN-U1020
APP019595,2026-06-04 12:40:00,U1048,jennifer.thomas87,Excel,21,WKSTN-U1048
APP017174,2026-06-04 12:57:00,U1042,michael.hill56,Workday,82,WKSTN-U1042
APP019593,2026-06-04 12:31:00,U1048,jennifer.thomas87,Salesforce,67,WKSTN-U1048
APP037308,2026-06-04 12:51:00,U1091,linda.robinson,Slack,68,  WKSTN-U1091 
APP003644,2026-06-04 12:31:00,U1010,susan.young51,EXCEL,7,WKSTN-U1010
APP000072,2026-06-04 12:36:00,U1001,linda.johnson95,QuickBooks,5,WKSTN-U1001
APP032823,2026-06-04 12:39:00,U1081,margaret.davis,Wireshark,27,WKSTN-U1081	
APP030392,2026-06-04 12:55:00,U1075,steven.lewis,Word,30,WKSTN-U1075
APP024744,2026-06-04 12:39:00,U1061,jessica.rodriguez,Excel,47,WKSTN-U1061
APP019968,2026-06-04 12:56:00,U1049,michelle.jones59	,Chrome,3,WKSTN-U1049	
APP000452,2026-06-04 12:46:00,U1002,  donna.ramirez ,,37,WKSTN-U1002
APP007443,2026-06-04 13:03:00,U1019,donna.anderson,slack,35,WKSTN-U1019
APP026364,2026-06-04 13:12:00,U1065,michael.ramirez47,Outlook,57,WKSTN-U1065
APP011499,2026-06-04 12:57:00,U1028,john.hill,Slack,90,WKSTN-U1028
APP037760,2026-06-04 12:58:00,U1092,steven.thomas,Chrome,55,WKSTN-U1092
APP036839,2026-06-04 13:02:00,U1090,mary.hill,Terminal,58,WKSTN-U1090
APP019185,2026-06-04 13:10:00,U1047,sandra.lewis,Zoom,41,WKSTN-U1047
APP012796,2026-06-04 13:06:00,U1031,john.wright28,Chrome,32,
APP012799,2026-06-04 13:09:00,U1031,john.wright28,Workday,5,WKSTN-U1031
APP007882,2026-06-04 13:17:00,U1020,andrew.thomas36,Jenkins,16,WKSTN-U1020
APP013615,2026-06-04 13:23:00,U1033,linda.miller,Outlook,90,WKSTN-U1033
APP039465,2026-06-04 13:12:00,U1096,david.allen76,Outlook,75,WKSTN-U1096
APP009238,2026-06-04 13:24:00,U1023,richard.wright,Docker Desktop,76,WKSTN-U1023
APP013613,2026-06-04 13:05:00,U1033,linda.miller,Outlook,23,WKSTN-U1033
APP010129,2026-06-04 12:58:00,U1025,betty.brown22,Docker Desktop,31,WKSTN-U1025
APP031556,2026-06-04 13:16:00,U1078,michelle.miller,Word,69,WKSTN-U1078
APP009687,2026-06-04 13:14:00,U1024,emily.miller,VSCode,46,WKSTN-U1024
APP018780,2026-06-04 13:11:00,U1046,michelle.torres39,Workday,51,WKSTN-U1046
APP007445,2026-06-04 12:59:00,U1019,donna.anderson,Chrome,67,WKSTN-U1019
APP008328,2026-06-04 13:14:00,U1021,jessica.walker,Slack,35,WKSTN-U1021
APP039879,2026-06-04 12:59:00,U1097,mark.martinez10,Outlook,-83.0,WKSTN-U1097
APP027543,2026-06-04 13:18:00,U1068,susan.thompson34,Word,85,WKSTN-U1068
APP029188,2026-06-04 13:24:00,U1072,kenneth.lopez,DocuSign,36,WKSTN-U1072
APP041038,2026-06-04 13:01:00,U1100,daniel.brown38,PowerPoint,24,WKSTN-U1100
APP001299,2026-06-04 13:10:00,U1004,elizabeth.wilson98,Chrome,47,WKSTN-U1004
APP017579,2026-06-04 13:17:00,U1043,thomas.williams91,OUTLOOK,90,WKSTN-U1043
APP017173,2026-06-04 13:29:00,U1042,michael.hill56,Excel,41,WKSTN-U1042
APP007442,2026-06-04 13:41:00,U1019,donna.anderson,VSCode,35,WKSTN-U1019
APP016355,2026-06-04 13:49:00,U1040,matthew.martin,Chrome,88,WKSTN-U1040
APP040667,2026-06-04 13:40:00,U1099,,Chrome,87,WKSTN-U1099
APP011922,2026-06-04 13:55:00,U1029,michelle.garcia54,Docker Desktop,65,WKSTN-U1029
APP035936,2026-06-04 13:31:00,U1088,andrew.smith85,PuTTY,63,WKSTN-U1088
APP028792,2026-06-04 13:29:00,U1071,matthew.robinson35,Chrome,74,WKSTN-U1071
APP029589,2026-06-04 13:45:00,U1073,michael.gonzalez,Word,49,WKSTN-U1073
APP006497,2026-06-04 13:37:00,U1017,emily.hernandez34,Slack,12,WKSTN-U1017
APP026795,2026-06-04 14:03:00,U1066,michelle.wright62,Word,62,
APP033262,2026-06-04 13:35:00,U1082,karen.hill96,Wireshark,32,WKSTN-U1082
APP034605,2026-06-04 13:40:00,U1085,barbara.walker67,PuTTY,3,WKSTN-U1085
APP013206,2026-06-04 13:52:00,U1032,PAUL.WRIGHT91	,Excel,55,WKSTN-U1032
APP033709,2026-06-04 13:35:00,U1083,sarah.allen70,Chrome,22,WKSTN-U1083
APP004388,2026-06-04 13:31:00,U1012,linda.martinez,Excel,43,WKSTN-U1012
APP011923,2026-06-04 13:47:00,U1029,michelle.garcia54,Docker Desktop,2,WKSTN-U1029
APP000883,2026-06-04 13:39:00,U1003,kenneth.clark29,SAP,22,WKSTN-U1003
APP017581,2026-06-04 13:33:00,U1043,thomas.williams91,Workday,63,WKSTN-U1043
APP019591,2026-06-04 13:57:00,U1048,jennifer.thomas87,Zoom,14,WKSTN-U1048
APP001690,2026-06-04 13:34:00,U1005,robert.robinson,SAP,23,
APP017580,2026-06-04 13:59:00,U1043,thomas.williams91,Chrome,56,WKSTN-U1043
APP036400,2026-06-04 13:33:00,U1089,paul.brown27,PuTTY,18,WKSTN-U1089
APP029977,2026-06-04 14:03:00,U1074,sarah.williams7,DocuSign,25,WKSTN-U1074
APP036840,2026-06-04 14:00:00,U1090,mary.hill,Active Directory Console,82,WKSTN-U1090
APP023552,2026-06-04 13:36:00,U1058,jennifer.ramirez18,Chrome,58,WKSTN-U1058
APP039067,2026-06-04 14:31:00,U1095,richard.thomas74,Chrome,22,WKSTN-U1095
APP020360,2026-06-04 14:18:00,U1050,michael.ramirez,Zoom,42,WKSTN-U1050
APP035041,2026-06-04 14:25:00,U1086,steven.thompson53,PuTTY,21,WKSTN-U1086
APP013991,2026-06-04 14:14:00,U1034,thomas.allen63,Chrome,14000.0,WKSTN-U1034
APP037309,2026-06-04 14:30:00,U1091,linda.robinson,Slack,71,WKSTN-U1091
APP029187,2026-06-04 14:24:00,U1072,kenneth.lopez,Chrome,53,WKSTN-U1072
APP031166,2026-06-04 14:14:00,U1077,kimberly.harris58,Outlook,68,WKSTN-U1077
APP028790,2026-06-04 14:10:00,U1071,matthew.robinson35,Chrome,35,WKSTN-U1071
APP007444,2026-06-04 14:33:00,U1019,donna.anderson,VSCode,57,WKSTN-U1019
APP009237,2026-06-04 14:16:00,U1023,richard.wright,Git,79,WKSTN-U1023
APP027174,2026-06-04 14:26:00,U1067,paul.thomas97,Outlook,51,WKSTN-U1067
APP002087,2026-06-04 14:14:00,U1006,george.gonzalez,Outlook,90,WKSTN-U1006
APP028793,2026-06-04 14:28:00,U1071,MATTHEW.ROBINSON35,DocuSign,68,WKSTN-U1071
APP008325,2026-06-04 14:28:00,U1021,jessica.walker,  Jenkins ,50,WKSTN-U1021
APP012800,2026-06-04 14:28:00,U1031,john.wright28,Chrome,26,
APP003643,2026-06-04 14:25:00,U1010,susan.young51,Outlook,37,WKSTN-U1010
APP037307,2026-06-04 14:25:00,U1091,linda.robinson,  Chrome ,11,WKSTN-U1091
APP005631,2026-06-04 14:11:00,U1015,lisa.hernandez,Chrome,72,WKSTN-U1015
APP023554,2026-06-04 14:09:00,U1058,jennifer.ramirez18,,90,WKSTN-U1058
APP009688,2026-06-04 14:27:00,U1024,emily.miller,VSCode,15,WKSTN-U1024
APP018361,2026-06-04 14:12:00,U1045,DANIEL.SANCHEZ90,,17,WKSTN-U1045
APP004389,2026-06-04 14:28:00,U1012,linda.martinez,Chrome,66,WKSTN-U1012
APP008327,2026-06-04 14:10:00,U1021,jessica.walker,VSCode,29,WKSTN-U1021
APP017965,2026-06-04 14:17:00,U1044,lisa.ramirez9,,88,WKSTN-U1044
APP037759,2026-06-04 14:25:00,U1092,steven.thomas,PuTTY,37,WKSTN-U1092
APP026365,2026-06-04 14:37:00,U1065,michael.ramirez47,DocuSign,52,WKSTN-U1065
APP010579,2026-06-04 14:35:00,U1026,elizabeth.gonzalez,Slack,59,WKSTN-U1026
APP030775,2026-06-04 14:48:00,U1076,john.torres,DocuSign,23,WKSTN-U1076
APP038652,2026-06-04 14:34:00,U1094,elizabeth.lewis69,Terminal,64,WKSTN-U1094
APP025568,2026-06-04 14:33:00,U1063,john.nguyen,Word,60,WKSTN-U1063
APP006979,2026-06-04 15:21:00,U1018,betty.white57,Git,19,WKSTN-U1018
APP040666,2026-06-04 14:56:00,U1099,joseph.garcia,Outlook,67,WKSTN-U1099
APP028378,2026-06-04 15:18:00,U1070,  betty.thomas40 ,Chrome,77,WKSTN-U1070
APP025567,2026-06-04 14:39:00,U1063,john.nguyen,Word,69,WKSTN-U1063
APP015165,2026-06-04 15:04:00,U1037,,Workday,30,WKSTN-U1037
APP011498,2026-06-04 14:39:00,U1028,john.hill,Jenkins,45,WKSTN-U1028
APP006498,2026-06-04 14:36:00,U1017,emily.hernandez34,vscode,41,WKSTN-U1017
APP039464,2026-06-04 14:52:00,U1096,david.allen76,PowerPoint,49,WKSTN-U1096
APP024741,2026-06-04 14:52:00,U1061,jessica.rodriguez,Salesforce,2,WKSTN-U1061
APP033263,2026-06-04 14:47:00,U1082,karen.hill96,Chrome,86,WKSTN-U1082
APP014396,2026-06-04 14:33:00,U1035,nancy.rodriguez82,Outlook,42,WKSTN-U1035
APP032386,2026-06-04 15:16:00,U1080,joseph.jackson91,Chrome,3,WKSTN-U1080
APP028791,2026-06-04 15:22:00,U1071,matthew.robinson35,DocuSign,30,WKSTN-U1071
APP015595,2026-06-04 15:05:00,U1038,emily.clark,Outlook,24,WKSTN-U1038
APP000453,2026-06-04 15:15:00,U1002,donna.ramirez,QuickBooks,60,WKSTN-U1002
APP023171,2026-06-04 14:49:00,U1057,nancy.sanchez	,Zoom,40,WKSTN-U1057
APP012353,2026-06-04 15:00:00,U1030,betty.rodriguez86,Git,33,WKSTN-U1030
APP006983,2026-06-04 14:34:00,U1018,BETTY.WHITE57,Slack,3,WKSTN-U1018
APP020770,2026-06-04 15:10:00,U1051,sandra.king72,Outlook,16,WKSTN-U1051
APP035933,2026-06-04 15:13:00,U1088,andrew.smith85,  Slack ,38,  WKSTN-U1088 
APP006496,2026-06-04 15:55:00,U1017,emily.hernandez34,VSCode,70,WKSTN-U1017
APP003641,2026-06-04 15:24:00,U1010,susan.young51,QuickBooks,20,WKSTN-U1010
APP029189,2026-06-04 15:33:00,U1072,  kenneth.lopez ,Chrome,26,WKSTN-U1072
APP036398,2026-06-04 15:39:00,U1089,paul.brown27,Terminal,25,WKSTN-U1089
APP003999,2026-06-04 15:36:00,U1011,donna.ramirez75,Outlook,54,  WKSTN-U1011 
APP029588,2026-06-04 15:44:00,U1073,  michael.gonzalez ,Chrome,54,WKSTN-U1073
APP017172,2026-06-04 15:41:00,U1042,,Workday,56,WKSTN-U1042
APP030772,2026-06-04 15:46:00,U1076,john.torres,Word,62,WKSTN-U1076
APP027936,2026-06-04 15:23:00,U1069,jessica.clark,Chrome,71,WKSTN-U1069
APP022764,2026-06-04 15:53:00,U1056,anthony.clark,Zoom,36,WKSTN-U1056
APP007880,2026-06-04 15:32:00,U1020,andrew.thomas36,Docker Desktop,23,WKSTN-U1020
APP015163,2026-06-04 15:27:00,U1037,robert.martin,Chrome,60,WKSTN-U1037
APP005633,2026-06-04 15:34:00,U1015,lisa.hernandez,Chrome,63,WKSTN-U1015
APP010576,2026-06-04 15:44:00,U1026,elizabeth.gonzalez,Docker Desktop,5,WKSTN-U1026
APP027173,2026-06-04 15:22:00,U1067,paul.thomas97,Word,6,WKSTN-U1067
APP023553,2026-06-04 15:40:00,U1058,jennifer.ramirez18,Salesforce,9,WKSTN-U1058
APP037758,2026-06-04 15:38:00,U1092,steven.thomas,PuTTY,35,WKSTN-U1092
APP018783,2026-06-04 15:36:00,U1046,michelle.torres39,Chrome,41,WKSTN-U1046
APP001296,2026-06-04 15:32:00,U1004,elizabeth.wilson98,SAP,71,WKSTN-U1004
APP020768,2026-06-04 15:49:00,U1051,sandra.king72,Chrome,83,WKSTN-U1051
APP016779,2026-06-04 15:31:00,U1041,matthew.allen52,Chrome,66,WKSTN-U1041
APP003998,2026-06-04 15:30:00,U1011,donna.ramirez75,OUTLOOK,19,WKSTN-U1011	
APP007446,2026-06-04 15:55:00,U1019,donna.anderson,Slack,59,WKSTN-U1019	
APP002088,2026-06-04 15:27:00,U1006,george.gonzalez,,61,WKSTN-U1006
APP024356,2026-06-04 15:30:00,U1060,matthew.anderson,Outlook,71,WKSTN-U1060
APP009236,2026-06-04 16:04:00,U1023,richard.wright,Git,58,
APP006982,2026-06-04 16:39:00,U1018,betty.white57,Docker Desktop,26,WKSTN-U1018
APP001689,2026-06-04 16:16:00,U1005,robert.robinson,Chrome,,WKSTN-U1005
APP006495,2026-06-04 16:29:00,U1017,emily.hernandez34,Slack,46,WKSTN-U1017
APP023172,2026-06-04 15:57:00,U1057,nancy.sanchez,Excel,44,WKSTN-U1057
APP039880,2026-06-04 16:20:00,U1097,mark.martinez10	,Outlook,25,WKSTN-U1097
APP006043,2026-06-04 16:39:00,U1016,patricia.thomas,Docker Desktop,68,WKSTN-U1016
APP006045,2026-06-04 16:41:00,U1016,patricia.thomas,Git,37,WKSTN-U1016
APP001298,2026-06-04 16:28:00,U1004,elizabeth.wilson98,Outlook,17,WKSTN-U1004
APP027175,2026-06-04 16:40:00,U1067,paul.thomas97,DocuSign,25,WKSTN-U1067
APP033265,2026-06-04 16:29:00,U1082,karen.hill96,Terminal,90,WKSTN-U1082
APP037761,2026-06-04 16:47:00,U1092,steven.thomas,Terminal,61,WKSTN-U1092
APP020767,2026-06-04 16:40:00,U1051,sandra.king72,zoom,40,WKSTN-U1051
APP035935,2026-06-04 16:51:00,U1088,andrew.smith85,Wireshark,52,WKSTN-U1088
APP021558,2026-06-04 15:56:00,U1053,john.jackson31,Salesforce,73,WKSTN-U1053
APP040281,2026-06-04 16:08:00,U1098,  nancy.wright49 ,Excel,12,WKSTN-U1098
APP004385,2026-06-04 16:32:00,U1012,linda.martinez,Excel,7,WKSTN-U1012
APP011021,2026-06-04 16:03:00,U1027,patricia.brown75,Git,46,WKSTN-U1027
APP012354,2026-06-04 16:52:00,U1030,betty.rodriguez86,Docker Desktop,21,WKSTN-U1030
APP010578,2026-06-04 16:41:00,U1026,,vscode,54,  WKSTN-U1026 
APP008778,2026-06-04 16:52:00,U1022,sandra.brown,Slack,47,WKSTN-U1022
APP037310,2026-06-04 16:43:00,U1091,linda.robinson,  PuTTY ,74,WKSTN-U1091
APP038200,2026-06-04 16:15:00,U1093,sarah.clark44,Active Directory Console,88,WKSTN-U1093
APP040279,2026-06-04 16:41:00,U1098,nancy.wright49,Outlook,27,WKSTN-U1098
APP030394,2026-06-04 16:25:00,U1075,steven.lewis,DocuSign,83,WKSTN-U1075
APP033711,2026-06-04 17:54:00,U1083,sarah.allen70,Active Directory Console,8,WKSTN-U1083
APP020790,2026-06-05 08:01:00,U1051,sandra.king72,Chrome,89,WKSTN-U1051
APP000089,2026-06-05 07:29:00,U1001,linda.johnson95,Outlook,11,WKSTN-U1001
APP036396,2026-06-04 16:55:00,U1089,paul.brown27,Terminal,80,WKSTN-U1089
APP040280,2026-06-04 17:40:00,U1098,nancy.wright49,Zoom,,WKSTN-U1098
APP013614,2026-06-04 17:16:00,U1033,linda.miller,Chrome,58,WKSTN-U1033
APP019594,2026-06-04 17:10:00,U1048,jennifer.thomas87,Zoom,,WKSTN-U1048
APP037757,2026-06-04 17:37:00,U1092,steven.thomas,PuTTY,14,WKSTN-U1092
APP006980,2026-06-04 17:01:00,U1018,BETTY.WHITE57,Chrome,4,WKSTN-U1018
APP004806,2026-06-04 17:33:00,U1013,emily.smith,QuickBooks,56,WKSTN-U1013
APP038218,2026-06-05 07:44:00,U1093,sarah.clark44,Terminal,28,WKSTN-U1093
APP019592,2026-06-04 16:58:00,U1048,jennifer.thomas87,Chrome,32,WKSTN-U1048
APP004804,2026-06-04 17:34:00,U1013,emily.smith,SAP,22,WKSTN-U1013
APP006981,2026-06-04 17:22:00,U1018,betty.white57,VSCode,14,WKSTN-U1018
APP025582,2026-06-05 07:25:00,U1063,john.nguyen,Outlook,11,WKSTN-U1063
APP031184,2026-06-05 07:52:00,U1077,kimberly.harris58,Outlook,64,WKSTN-U1077
APP008800,2026-06-05 07:49:00,U1022,sandra.brown,Docker Desktop,25,WKSTN-U1022
APP028376,2026-06-04 17:47:00,U1070,betty.thomas40	,Chrome,21,WKSTN-U1070	
APP020769,2026-06-04 17:40:00,U1051,sandra.king72,Salesforce,63,WKSTN-U1051
APP019613,2026-06-05 08:08:00,U1048,jennifer.thomas87,Excel,41,WKSTN-U1048
APP023190,2026-06-05 08:05:00,U1057,nancy.sanchez,Salesforce,87,WKSTN-U1057
APP027193,2026-06-05 08:02:00,U1067,paul.thomas97,DocuSign,5,WKSTN-U1067
APP020358,2026-06-04 17:05:00,U1050,michael.ramirez,Outlook,13,WKSTN-U1050
APP035934,2026-06-04 16:58:00,U1088,andrew.smith85,Wireshark,14,WKSTN-U1088
APP030393,2026-06-04 17:57:00,U1075,steven.lewis,Word,54,WKSTN-U1075
APP025982,2026-06-05 08:33:00,U1064,matthew.wright55,DocuSign,59,WKSTN-U1064
APP014796,2026-06-05 08:49:00,U1036,linda.jones,Excel,80,WKSTN-U1036
APP029208,2026-06-05 09:10:00,U1072,kenneth.lopez,DocuSign,64,WKSTN-U1072
APP034627,2026-06-05 09:06:00,U1085,barbara.walker67,Active Directory Console,47,WKSTN-U1085
APP016797,2026-06-05 09:01:00,U1041,matthew.allen52,Workday,38,WKSTN-U1041
APP006522,2026-06-05 08:40:00,U1017,emily.hernandez34,Docker Desktop,50,WKSTN-U1017
APP018378,2026-06-05 08:55:00,U1045,daniel.sanchez90,Workday,26,WKSTN-U1045
APP014414,2026-06-05 08:59:00,U1035,nancy.rodriguez82,Excel,66,WKSTN-U1035
APP037334,2026-06-05 08:42:00,U1091,linda.robinson,Wireshark,48,WKSTN-U1091
APP011039,2026-06-05 08:34:00,U1027,patricia.brown75,Jenkins,4,WKSTN-U1027
APP017599,2026-06-05 08:47:00,U1043,thomas.williams91,Outlook,,WKSTN-U1043
APP014798,2026-06-05 08:59:00,U1036,linda.jones,Excel,79,WKSTN-U1036
APP000471,2026-06-05 08:57:00,U1002,donna.ramirez,QuickBooks,49,WKSTN-U1002
APP023568,2026-06-05 08:19:00,U1058,jennifer.ramirez18,excel,19,WKSTN-U1058
APP026379,2026-06-05 09:07:00,U1065,  michael.ramirez47 ,Outlook,41,WKSTN-U1065
APP001702,2026-06-05 09:08:00,U1005,  robert.robinson ,QuickBooks,42,WKSTN-U1005
APP019207,2026-06-05 09:08:00,U1047,SANDRA.LEWIS,Outlook,88,WKSTN-U1047
APP025585,2026-06-05 08:48:00,U1063,john.nguyen,Word,37,WKSTN-U1063
