event_id,timestamp,user_id,username,destination_domain,destination_type,bytes_transferred,device
NET004039,2026-06-08 09:47:00,U1011,donna.ramirez75,vpn.corp.local,INTERNAL,209630,WKSTN-U1011
NET021201,2026-06-08 10:03:00,U1052,paul.taylor,jira.corp.local,INTERNAL,408583,WKSTN-U1052
NET011077,2026-06-08 09:54:00,U1027,patricia.brown75,sharepoint.corp.local,INTERNAL,290512,WKSTN-U1027	
NET036025,2026-06-08 09:37:00,U1088,andrew.smith85,hr-portal.corp.local,INTERNAL,428426,WKSTN-U1088
NET019234,2026-06-08 09:56:00,U1047,sandra.lewis,vpn.corp.local,INTERNAL,13601,WKSTN-U1047
NET003684,2026-06-08 09:40:00,U1010,susan.young51,,INTERNAL,370967,WKSTN-U1010
NET015632,2026-06-08 09:52:00,U1038,emily.clark,jira.corp.local,INTERNAL,113797,WKSTN-U1038
NET017227,2026-06-08 09:55:00,U1042,michael.hill56,mail.corp.local,INTERNAL,324644,WKSTN-U1042
NET035534,2026-06-08 09:49:00,U1087,charles.sanchez,weather.com,EXTERNAL,19088,WKSTN-U1087
NET004850,2026-06-08 09:43:00,U1013,emily.smith,jira.corp.local,INTERNAL,76676,WKSTN-U1013
NET022805,2026-06-08 09:59:00,U1056,anthony.clark,confluence.corp.local,INTERNAL,224742,WKSTN-U1056
NET037367,2026-06-08 09:43:00,U1091,linda.robinson,hr-portal.corp.local,INTERNAL,199554,WKSTN-U1091
NET006551,2026-06-08 10:25:00,U1017,,sharepoint.corp.local,INTERNAL,345946,WKSTN-U1017
NET000930,2026-06-08 10:16:00,U1003,kenneth.clark29,hr-portal.corp.local,INTERNAL,142531,WKSTN-U1003
NET007933,2026-06-08 10:22:00,U1020,andrew.thomas36,vpn.corp.local,INTERNAL,151126,WKSTN-U1020
NET004430,2026-06-08 10:19:00,U1012,linda.martinez,  confluence.corp.local ,INTERNAL,455821,WKSTN-U1012
NET006553,2026-06-08 10:09:00,U1017,emily.hernandez34,jira.corp.local,INTERNAL,,WKSTN-U1017
NET041081,2026-06-08 10:27:00,U1100,daniel.brown38,jira.corp.local,INTERNAL,495319,
NET010632,2026-06-08 10:17:00,U1026,elizabeth.gonzalez,mail.corp.local,INTERNAL,,WKSTN-U1026
NET014037,2026-06-08 10:28:00,U1034,thomas.allen63,confluence.corp.local,INTERNAL,374925,WKSTN-U1034
NET030433,2026-06-08 10:22:00,U1075,STEVEN.LEWIS,  jira.corp.local ,INTERNAL,473920,WKSTN-U1075
NET003273,2026-06-08 10:21:00,U1009,daniel.brown,,INTERNAL,171923,WKSTN-U1009
NET011073,2026-06-08 10:03:00,U1027,PATRICIA.BROWN75,jira.corp.local	,INTERNAL,94244,WKSTN-U1027
NET027220,2026-06-08 10:32:00,U1067,paul.thomas97,mail.corp.local,INTERNAL,220302,WKSTN-U1067
NET007493,2026-06-08 10:30:00,U1019,donna.anderson,vpn.corp.local,,425837,WKSTN-U1019
NET007495,2026-06-08 10:20:00,U1019,donna.anderson,jira.corp.local,INTERNAL,8766,
NET010630,2026-06-08 10:06:00,U1026,elizabeth.gonzalez,vpn.corp.local,INTERNAL,304850,WKSTN-U1026
NET010629,2026-06-08 10:36:00,U1026,elizabeth.gonzalez,hr-portal.corp.local,INTERNAL,230391,WKSTN-U1026
NET013252,2026-06-08 10:11:00,U1032,paul.wright91,  confluence.corp.local ,INTERNAL,393279,WKSTN-U1032
NET031602,2026-06-08 10:25:00,U1078,michelle.miller,mail.corp.local,INTERNAL,496510,WKSTN-U1078
NET002903,2026-06-08 10:32:00,U1008,joshua.hernandez,hr-portal.corp.local,INTERNAL,205504,
NET019235,2026-06-08 10:38:00,U1047,sandra.lewis,jira.corp.local,INTERNAL,395654,WKSTN-U1047
NET028842,2026-06-08 10:25:00,U1071,matthew.robinson35,confluence.corp.local,INTERNAL,479002,WKSTN-U1071	
NET002519,2026-06-08 10:22:00,U1007,sarah.robinson82,sharepoint.corp.local,INTERNAL,36201,WKSTN-U1007
NET022431,2026-06-08 10:25:00,U1055,patricia.wilson54,hr-portal.corp.local,INTERNAL,194940,WKSTN-U1055
NET032872,2026-06-08 10:41:00,U1081,margaret.davis,vpn.corp.local,INTERNAL,24933,WKSTN-U1081
NET033747,2026-06-08 10:25:00,U1083,sarah.allen70,vpn.corp.local,INTERNAL,89527,WKSTN-U1083	
NET002902,2026-06-08 10:52:00,U1008,joshua.hernandez,vpn.corp.local,,366809,WKSTN-U1008
NET003272,2026-06-08 11:02:00,U1009,daniel.brown,mail.corp.local,INTERNAL,244016,WKSTN-U1009
NET004427,2026-06-08 10:46:00,U1012,,confluence.corp.local,INTERNAL,49248,WKSTN-U1012
NET013250,2026-06-08 11:08:00,U1032,paul.wright91,confluence.corp.local,INTERNAL,323616,WKSTN-U1032
NET028416,2026-06-08 11:12:00,U1070,,confluence.corp.local,INTERNAL,293441,WKSTN-U1070
NET019237,2026-06-08 11:17:00,U1047,sandra.lewis,,INTERNAL,296190,WKSTN-U1047
NET018825,2026-06-08 10:48:00,U1046,michelle.torres39,jira.corp.local,INTERNAL,352401,WKSTN-U1046
NET039928,2026-06-08 10:58:00,U1097,mark.martinez10,vpn.corp.local,INTERNAL,182332,WKSTN-U1097
NET018406,2026-06-08 11:05:00,U1045,daniel.sanchez90,mail.corp.local,INTERNAL,52644,WKSTN-U1045
NET012406,2026-06-08 11:21:00,U1030,betty.rodriguez86,hr-portal.corp.local,INTERNAL,200925,WKSTN-U1030
NET027218,2026-06-08 10:59:00,U1067,paul.thomas97,mail.corp.local,INTERNAL,133787,WKSTN-U1067
NET029634,2026-06-08 11:13:00,U1073,,confluence.corp.local,INTERNAL,93206,WKSTN-U1073
NET002904,2026-06-08 11:15:00,U1008,joshua.hernandez,mail.corp.local,INTERNAL,17916,WKSTN-U1008
NET023595,2026-06-08 10:41:00,U1058,jennifer.ramirez18,vpn.corp.local,,191095,WKSTN-U1058
NET018404,2026-06-08 10:42:00,U1045,daniel.sanchez90,hr-portal.corp.local,INTERNAL,108847,WKSTN-U1045
NET041080,2026-06-08 10:49:00,U1100,daniel.brown38,,INTERNAL,284033,WKSTN-U1100
NET003271,2026-06-08 11:10:00,U1009,daniel.brown,hr-portal.corp.local,INTERNAL,238141,WKSTN-U1009
NET037366,2026-06-08 11:24:00,U1091,linda.robinson,hr-portal.corp.local,INTERNAL,410605,WKSTN-U1091
NET040707,2026-06-08 10:45:00,U1099,joseph.garcia,mail.corp.local,INTERNAL,360590,WKSTN-U1099
NET030021,2026-06-08 10:51:00,U1074,sarah.williams7,vpn.corp.local,INTERNAL,478380,  WKSTN-U1074 
NET020400,2026-06-08 11:03:00,U1050,michael.ramirez,,INTERNAL,319451,
NET009288,2026-06-08 10:43:00,U1023,richard.wright,vpn.corp.local,INTERNAL,475088,WKSTN-U1023
NET017625,2026-06-08 11:01:00,U1043,thomas.williams91,  jira.corp.local ,INTERNAL,214279,WKSTN-U1043
NET040320,2026-06-08 10:46:00,U1098,nancy.wright49,mail.corp.local,INTERNAL,40672,WKSTN-U1098
NET024801,2026-06-08 10:58:00,U1061,jessica.rodriguez,  jira.corp.local ,INTERNAL,447662,WKSTN-U1061
NET040705,2026-06-08 11:55:00,U1099,joseph.garcia,hr-portal.corp.local,INTERNAL,359288,WKSTN-U1099
NET023594,2026-06-08 11:33:00,U1058,jennifer.ramirez18,vpn.corp.local,INTERNAL,349376,WKSTN-U1058
NET007026,2026-06-08 11:59:00,U1018,betty.white57,mail.corp.local	,INTERNAL,342944,WKSTN-U1018
NET020011,2026-06-08 11:52:00,U1049,michelle.jones59,linkedin.com,EXTERNAL,19678,WKSTN-U1049
NET013654,2026-06-08 11:49:00,U1033,linda.miller,confluence.corp.local,INTERNAL,283337,WKSTN-U1033
NET030824,2026-06-08 11:44:00,U1076,JOHN.TORRES,mail.corp.local,INTERNAL,119154,WKSTN-U1076
NET036912,2026-06-08 11:38:00,U1090,mary.hill,hr-portal.corp.local,INTERNAL,107201,WKSTN-U1090
NET018826,2026-06-08 11:52:00,U1046,MICHELLE.TORRES39,vpn.corp.local,INTERNAL,365385,WKSTN-U1046
NET000927,2026-06-08 11:48:00,U1003,kenneth.clark29,mail.corp.local,INTERNAL,95313,WKSTN-U1003
NET036023,2026-06-08 11:43:00,U1088,andrew.smith85,sharepoint.corp.local,INTERNAL,429466,WKSTN-U1088
NET007492,2026-06-08 11:47:00,U1019,donna.anderson,mail.corp.local,INTERNAL,321601,WKSTN-U1019
NET018407,2026-06-08 11:35:00,U1045,daniel.sanchez90,hr-portal.corp.local,INTERNAL,86151,WKSTN-U1045
NET011549,2026-06-08 11:51:00,U1028,john.hill,sharepoint.corp.local,INTERNAL,269780,WKSTN-U1028
NET027586,2026-06-08 11:52:00,U1068,susan.thompson34,linkedin.com,EXTERNAL,12456,  WKSTN-U1068 
NET009287,2026-06-08 11:31:00,U1023,richard.wright,vpn.corp.local,INTERNAL,457035,WKSTN-U1023
NET010183,2026-06-08 11:31:00,U1025,betty.brown22,vpn.corp.local,INTERNAL,328047,WKSTN-U1025
NET021597,2026-06-08 11:56:00,U1053,john.jackson31,hr-portal.corp.local,,448220,WKSTN-U1053
NET009289,2026-06-08 11:26:00,U1023,richard.wright,sharepoint.corp.local,INTERNAL,224212,WKSTN-U1023
NET020817,2026-06-08 11:54:00,U1051,sandra.king72,sharepoint.corp.local,INTERNAL,403108,WKSTN-U1051
NET018408,2026-06-08 11:34:00,U1045,daniel.sanchez90,vpn.corp.local,INTERNAL,498328,WKSTN-U1045
NET027582,2026-06-08 11:31:00,U1068,susan.thompson34,sharepoint.corp.local,INTERNAL,283153,WKSTN-U1068
NET015224,2026-06-08 11:25:00,U1037,robert.martin,linkedin.com,EXTERNAL,6601,WKSTN-U1037
NET037808,2026-06-08 11:59:00,U1092,steven.thomas,confluence.corp.local,INTERNAL,90213,WKSTN-U1092
NET028002,2026-06-08 11:26:00,U1069,jessica.clark,sharepoint.corp.local,INTERNAL,254681,WKSTN-U1069
NET020399,2026-06-08 11:48:00,U1050,michael.ramirez,confluence.corp.local,INTERNAL,179794,WKSTN-U1050
NET023593,2026-06-08 12:29:00,U1058,jennifer.ramirez18,confluence.corp.local,INTERNAL,,WKSTN-U1058
NET020818,2026-06-08 12:44:00,U1051,sandra.king72,mail.corp.local,INTERNAL,75108,WKSTN-U1051
NET000113,2026-06-08 12:00:00,U1001,linda.johnson95,sharepoint.corp.local,INTERNAL,306523,WKSTN-U1001
NET017626,2026-06-08 12:36:00,U1043,thomas.williams91,vpn.corp.local,INTERNAL,394928,WKSTN-U1043
NET036913,2026-06-08 12:14:00,U1090,mary.hill,mail.corp.local,INTERNAL,92348000.0,WKSTN-U1090
NET025611,2026-06-08 12:02:00,U1063,john.nguyen,confluence.corp.local,INTERNAL,209686,WKSTN-U1063
NET019642,2026-06-08 12:06:00,U1048,JENNIFER.THOMAS87,vpn.corp.local,INTERNAL,62996,WKSTN-U1048
NET017226,2026-06-08 12:39:00,U1042,michael.hill56,sharepoint.corp.local,INTERNAL,216593,WKSTN-U1042
NET028415,2026-06-08 12:38:00,U1070,betty.thomas40,vpn.corp.local,INTERNAL,50490,WKSTN-U1070
NET040324,2026-06-08 12:01:00,U1098,nancy.wright49,confluence.corp.local,INTERNAL,414196,WKSTN-U1098
NET028844,2026-06-08 12:49:00,U1071,matthew.robinson35,sharepoint.corp.local,INTERNAL,53561,WKSTN-U1071
NET002518,2026-06-08 12:48:00,U1007,sarah.robinson82,,INTERNAL,361592,WKSTN-U1007
NET001722,2026-06-08 12:39:00,U1005,robert.robinson,confluence.corp.local,INTERNAL,150178,WKSTN-U1005
NET040322,2026-06-08 12:07:00,U1098,nancy.wright49,jira.corp.local,internal,55119,WKSTN-U1098
NET020401,2026-06-08 12:41:00,U1050,michael.ramirez,jira.corp.local,INTERNAL,452561,WKSTN-U1050
NET034656,2026-06-08 12:23:00,U1085,barbara.walker67,mail.corp.local	,INTERNAL,234380,WKSTN-U1085
NET013251,2026-06-08 12:28:00,U1032,paul.wright91,,INTERNAL,71227,WKSTN-U1032
NET008371,2026-06-08 12:42:00,U1021,jessica.walker,sharepoint.corp.local,INTERNAL,472448,WKSTN-U1021
NET022014,2026-06-08 12:27:00,U1054,,confluence.corp.local,INTERNAL,179758,WKSTN-U1054
NET004429,2026-06-08 12:41:00,U1012,linda.martinez,mail.corp.local,INTERNAL,481321,WKSTN-U1012
NET024403,2026-06-08 12:10:00,U1060,matthew.anderson,sharepoint.corp.local,INTERNAL,198301,WKSTN-U1060
NET020402,2026-06-08 12:18:00,U1050,michael.ramirez,hr-portal.corp.local,INTERNAL,413307,WKSTN-U1050
NET032870,2026-06-08 12:15:00,U1081,margaret.davis,confluence.corp.local,INTERNAL,388689,  WKSTN-U1081 
NET000115,2026-06-08 12:09:00,U1001,linda.johnson95,confluence.corp.local,INTERNAL,344961,WKSTN-U1001
NET016031,2026-06-08 12:16:00,U1039,mark.thomas,mail.corp.local,INTERNAL,248569,WKSTN-U1039
NET001339,2026-06-08 12:53:00,U1004,,sharepoint.corp.local,INTERNAL,38150,WKSTN-U1004
NET014825,2026-06-08 13:13:00,U1036,linda.jones,sharepoint.corp.local,INTERNAL,298177,WKSTN-U1036
NET038248,2026-06-08 13:05:00,U1093,sarah.clark44,vpn.corp.local,INTERNAL,404604,WKSTN-U1093
NET016822,2026-06-08 13:25:00,U1041,matthew.allen52,sharepoint.corp.local,INTERNAL,260459,WKSTN-U1041
NET034191,2026-06-08 13:22:00,U1084,joshua.taylor,mail.corp.local,INTERNAL,276158,WKSTN-U1084
NET035096,2026-06-08 12:52:00,U1086,steven.thompson53,vpn.corp.local,INTERNAL,123737,WKSTN-U1086
NET011970,2026-06-08 13:16:00,U1029,michelle.garcia54,vpn.corp.local,INTERNAL,147187,WKSTN-U1029
NET022432,2026-06-08 13:10:00,U1055,patricia.wilson54,hr-portal.corp.local,INTERNAL,,WKSTN-U1055
NET039927,2026-06-08 13:14:00,U1097,mark.martinez10,vpn.corp.local,INTERNAL,83637,WKSTN-U1097
NET024007,2026-06-08 13:21:00,U1059,daniel.perez98,hr-portal.corp.local,INTERNAL,406760,WKSTN-U1059
NET014441,2026-06-08 13:13:00,U1035,nancy.rodriguez82,mail.corp.local,INTERNAL,327907,WKSTN-U1035
NET039510,2026-06-08 13:00:00,U1096,DAVID.ALLEN76,confluence.corp.local,INTERNAL,-67883.0,WKSTN-U1096
NET032025,2026-06-08 12:50:00,U1079,emily.jones,mail.corp.local,INTERNAL,,WKSTN-U1079
NET035098,2026-06-08 12:51:00,U1086,steven.thompson53,mail.corp.local,INTERNAL,427377,WKSTN-U1086
NET014440,2026-06-08 13:06:00,U1035,nancy.rodriguez82,vpn.corp.local,INTERNAL,264088,WKSTN-U1035
NET031607,2026-06-08 13:24:00,U1078,michelle.miller,linkedin.com,EXTERNAL,9773,  WKSTN-U1078 
NET003274,2026-06-08 12:55:00,U1009,daniel.brown,mail.corp.local,INTERNAL,70790,WKSTN-U1009
NET024008,2026-06-08 12:51:00,U1059,daniel.perez98,jira.corp.local,INTERNAL,263937,WKSTN-U1059
NET022804,2026-06-08 12:59:00,U1056,ANTHONY.CLARK,hr-portal.corp.local,,481035,WKSTN-U1056
NET017228,2026-06-08 13:14:00,U1042,michael.hill56,mail.corp.local,INTERNAL,120841,WKSTN-U1042
NET035533,2026-06-08 12:59:00,U1087,  charles.sanchez ,vpn.corp.local,INTERNAL,437709,WKSTN-U1087
NET041083,2026-06-08 12:56:00,U1100,  daniel.brown38 ,hr-portal.corp.local,,407185,WKSTN-U1100
NET003275,2026-06-08 13:25:00,U1009,daniel.brown,vpn.corp.local,INTERNAL,108958,WKSTN-U1009
NET011078,2026-06-08 13:26:00,U1027,patricia.brown75,,EXTERNAL,19414,WKSTN-U1027
NET036027,2026-06-08 13:20:00,U1088,andrew.smith85,mail.corp.local,INTERNAL,244555,WKSTN-U1088
NET031604,2026-06-08 13:46:00,U1078,michelle.miller,jira.corp.local,INTERNAL,186995,WKSTN-U1078
NET036449,2026-06-08 13:39:00,U1089,paul.brown27,jira.corp.local,INTERNAL,128959,WKSTN-U1089
NET008374,2026-06-08 13:35:00,U1021,jessica.walker,jira.corp.local,INTERNAL,459647,WKSTN-U1021
NET030432,2026-06-08 13:28:00,U1075,steven.lewis,confluence.corp.local,INTERNAL,27692,WKSTN-U1075
NET007025,2026-06-08 13:33:00,U1018,betty.white57,hr-portal.corp.local,INTERNAL,172589,WKSTN-U1018
NET023596,2026-06-08 13:41:00,U1058,jennifer.ramirez18,mail.corp.local,INTERNAL,161516,WKSTN-U1058
NET015631,2026-06-08 13:33:00,U1038,emily.clark,hr-portal.corp.local,INTERNAL,262838,WKSTN-U1038
NET034193,2026-06-08 13:30:00,U1084,joshua.taylor,confluence.corp.local,INTERNAL,85754,WKSTN-U1084	
NET032438,2026-06-08 13:29:00,U1080,joseph.jackson91,sharepoint.corp.local	,INTERNAL,36847,WKSTN-U1080
NET034192,2026-06-08 13:34:00,U1084,joshua.taylor	,confluence.corp.local,INTERNAL,32556,WKSTN-U1084
NET023597,2026-06-08 13:47:00,U1058,jennifer.ramirez18,vpn.corp.local,INTERNAL,132053,WKSTN-U1058
NET028417,2026-06-08 13:47:00,U1070,betty.thomas40,sharepoint.corp.local,INTERNAL,487599,WKSTN-U1070
NET034190,2026-06-08 13:44:00,U1084,joshua.taylor,vpn.corp.local,INTERNAL,391023,WKSTN-U1084
NET006092,2026-06-08 13:39:00,U1016,patricia.thomas,mail.corp.local,INTERNAL,428042,WKSTN-U1016
NET021596,2026-06-08 13:46:00,U1053,john.jackson31,sharepoint.corp.local,internal,,WKSTN-U1053
NET029236,2026-06-08 13:48:00,U1072,kenneth.lopez,,INTERNAL,50002,WKSTN-U1072
NET027219,2026-06-08 13:27:00,U1067,paul.thomas97,mail.corp.local,INTERNAL,440099,WKSTN-U1067
NET012405,2026-06-08 13:43:00,U1030,betty.rodriguez86,jira.corp.local,INTERNAL,341588,WKSTN-U1030
NET018013,2026-06-08 13:28:00,U1044,LISA.RAMIREZ9,hr-portal.corp.local,INTERNAL,385245,WKSTN-U1044
NET035094,2026-06-08 13:37:00,U1086,steven.thompson53,vpn.corp.local,INTERNAL,26792,WKSTN-U1086
NET029237,2026-06-08 13:41:00,U1072,kenneth.lopez,hr-portal.corp.local,INTERNAL,385617,WKSTN-U1072
NET024799,2026-06-08 13:32:00,U1061,jessica.rodriguez,sharepoint.corp.local,INTERNAL,440126,WKSTN-U1061
NET039513,2026-06-08 13:39:00,U1096,david.allen76,mail.corp.local,INTERNAL,142539,WKSTN-U1096
NET014824,2026-06-08 13:46:00,U1036,linda.jones,hr-portal.corp.local,INTERNAL,1321,WKSTN-U1036
NET012839,2026-06-08 13:47:00,U1031,john.wright28,vpn.corp.local,INTERNAL,390071,WKSTN-U1031
NET010631,2026-06-08 13:57:00,U1026,,mail.corp.local,INTERNAL,111497,WKSTN-U1026
NET000517,2026-06-08 14:00:00,U1002,donna.ramirez,jira.corp.local,INTERNAL,385021,WKSTN-U1002
NET003685,2026-06-08 14:07:00,U1010,susan.young51,mail.corp.local,INTERNAL,220136,WKSTN-U1010
NET026005,2026-06-08 14:10:00,U1064,matthew.wright55,mail.corp.local,INTERNAL,284874,WKSTN-U1064
NET020010,2026-06-08 14:09:00,U1049,michelle.jones59,vpn.corp.local,INTERNAL,173067,WKSTN-U1049
NET024800,2026-06-08 14:03:00,U1061,jessica.rodriguez,vpn.corp.local,INTERNAL,421849,WKSTN-U1061
NET005680,2026-06-08 14:13:00,U1015,lisa.hernandez,hr-portal.corp.local,INTERNAL,424499,WKSTN-U1015
NET036026,2026-06-08 14:00:00,U1088,andrew.smith85,hr-portal.corp.local,INTERNAL,27318,WKSTN-U1088	
NET029633,2026-06-08 14:04:00,U1073,michael.gonzalez,vpn.corp.local,INTERNAL,403070,WKSTN-U1073
NET038251,2026-06-08 14:07:00,U1093,sarah.clark44,confluence.corp.local,INTERNAL,301906,WKSTN-U1093
NET032026,2026-06-08 14:04:00,U1079,emily.jones,vpn.corp.local,,328132,WKSTN-U1079
NET000519,2026-06-08 14:12:00,U1002,DONNA.RAMIREZ,jira.corp.local,INTERNAL,79940,WKSTN-U1002
NET003686,2026-06-08 14:03:00,U1010,,jira.corp.local,INTERNAL,417419,WKSTN-U1010
NET024006,2026-06-08 13:49:00,U1059,daniel.perez98,jira.corp.local,INTERNAL,398962,WKSTN-U1059
NET033749,2026-06-08 13:55:00,U1083,sarah.allen70,hr-portal.corp.local,INTERNAL,195135,WKSTN-U1083
NET040321,2026-06-08 13:53:00,U1098,nancy.wright49,mail.corp.local,INTERNAL,217029,
NET019236,2026-06-08 13:51:00,U1047,sandra.lewis,sharepoint.corp.local,INTERNAL,253390,WKSTN-U1047
NET023212,2026-06-08 14:01:00,U1057,nancy.sanchez,vpn.corp.local,INTERNAL,338483,WKSTN-U1057
NET028843,2026-06-08 13:56:00,U1071,matthew.robinson35,jira.corp.local,INTERNAL,187227,WKSTN-U1071
NET011076,2026-06-08 13:58:00,U1027,patricia.brown75,confluence.corp.local,INTERNAL,327902,WKSTN-U1027
NET028841,2026-06-08 14:07:00,U1071,matthew.robinson35,jira.corp.local,,332350,WKSTN-U1071
NET011973,2026-06-08 13:59:00,U1029,michelle.garcia54,confluence.corp.local,INTERNAL,402883,WKSTN-U1029
NET022012,2026-06-08 13:58:00,U1054,anthony.martinez,mail.corp.local,INTERNAL,288801,WKSTN-U1054
NET025610,2026-06-08 13:57:00,U1063,john.nguyen,confluence.corp.local,INTERNAL,97999,WKSTN-U1063
NET005275,2026-06-08 14:07:00,U1014,james.taylor,jira.corp.local,INTERNAL,56068,WKSTN-U1014
NET002906,2026-06-08 14:28:00,U1008,joshua.hernandez,mail.corp.local,INTERNAL,295296,WKSTN-U1008
NET034655,2026-06-08 14:23:00,U1085,barbara.walker67,mail.corp.local,INTERNAL,381905,WKSTN-U1085
NET000928,2026-06-08 14:17:00,U1003,kenneth.clark29,jira.corp.local,INTERNAL,302933,WKSTN-U1003
NET015635,2026-06-08 14:38:00,U1038,emily.clark,linkedin.com,EXTERNAL,12761,WKSTN-U1038
NET032023,2026-06-08 14:16:00,U1079,emily.jones,sharepoint.corp.local,INTERNAL,415458,WKSTN-U1079
NET014038,2026-06-08 14:25:00,U1034,  thomas.allen63 ,sharepoint.corp.local,,354408,WKSTN-U1034
NET007496,2026-06-08 14:34:00,U1019,donna.anderson,news.com,EXTERNAL,18696,WKSTN-U1019
NET039111,2026-06-08 14:18:00,U1095,richard.thomas74,hr-portal.corp.local,INTERNAL,85718,WKSTN-U1095
NET007024,2026-06-08 14:13:00,U1018,betty.white57,sharepoint.corp.local,INTERNAL,46016,WKSTN-U1018
NET021202,2026-06-08 14:36:00,U1052,paul.taylor,mail.corp.local,INTERNAL,142055,WKSTN-U1052
NET039112,2026-06-08 14:21:00,U1095,richard.thomas74,linkedin.com,EXTERNAL,18039,WKSTN-U1095
NET032441,2026-06-08 14:33:00,U1080,joseph.jackson91,mail.corp.local,INTERNAL,199516,WKSTN-U1080
NET022807,2026-06-08 14:35:00,U1056,anthony.clark,sharepoint.corp.local,INTERNAL,101728,WKSTN-U1056
NET015633,2026-06-08 14:28:00,U1038,emily.clark,jira.corp.local,internal,266757,WKSTN-U1038
NET016032,2026-06-08 14:36:00,U1039,mark.thomas,jira.corp.local,INTERNAL,76078,WKSTN-U1039
NET040706,2026-06-08 14:39:00,U1099,joseph.garcia,sharepoint.corp.local,INTERNAL,335575,WKSTN-U1099
NET037806,2026-06-08 14:38:00,U1092,steven.thomas,jira.corp.local,INTERNAL,249252,WKSTN-U1092
NET011074,2026-06-08 14:35:00,U1027,patricia.brown75,mail.corp.local,INTERNAL,302055,WKSTN-U1027
NET010181,2026-06-08 14:30:00,U1025,betty.brown22,vpn.corp.local,INTERNAL,441436,WKSTN-U1025
NET018405,2026-06-08 14:35:00,U1045,daniel.sanchez90,hr-portal.corp.local,INTERNAL,96820,WKSTN-U1045
NET007494,2026-06-08 14:40:00,U1019,donna.anderson,confluence.corp.local,INTERNAL,159726,WKSTN-U1019
NET016423,2026-06-08 14:29:00,U1040,matthew.martin,jira.corp.local,INTERNAL,202239,WKSTN-U1040
NET009286,2026-06-08 14:39:00,U1023,richard.wright,jira.corp.local,INTERNAL,488098,WKSTN-U1023
NET032871,2026-06-08 14:41:00,U1081,margaret.davis,jira.corp.local,INTERNAL,16956,WKSTN-U1081
NET030434,2026-06-08 14:26:00,U1075,steven.lewis,mail.corp.local,INTERNAL,110880,WKSTN-U1075
NET030435,2026-06-08 15:07:00,U1075,steven.lewis,mail.corp.local,INTERNAL,390023,WKSTN-U1075
NET020816,2026-06-08 15:07:00,U1051,sandra.king72,hr-portal.corp.local,INTERNAL,15584,  WKSTN-U1051 
NET000114,2026-06-08 14:49:00,U1001,LINDA.JOHNSON95	,jira.corp.local,INTERNAL,481639,WKSTN-U1001
NET021203,2026-06-08 15:07:00,U1052,,vpn.corp.local,INTERNAL,236755,WKSTN-U1052
NET013253,2026-06-08 14:54:00,U1032,paul.wright91,hr-portal.corp.local,INTERNAL,313999,WKSTN-U1032
NET038250,2026-06-08 15:05:00,U1093,sarah.clark44,confluence.corp.local,INTERNAL,56198,WKSTN-U1093
NET036450,2026-06-08 14:41:00,U1089,paul.brown27,confluence.corp.local,INTERNAL,79919,WKSTN-U1089
NET033309,2026-06-08 14:45:00,U1082,,jira.corp.local,INTERNAL,308630,WKSTN-U1082
NET000518,2026-06-08 15:06:00,U1002,donna.ramirez,vpn.corp.local,INTERNAL,399711,WKSTN-U1002
NET002517,2026-06-08 14:48:00,U1007,sarah.robinson82,sharepoint.corp.local,INTERNAL,423375,WKSTN-U1007
NET024402,2026-06-08 15:10:00,U1060,matthew.anderson,jira.corp.local,,292476,WKSTN-U1060
NET009736,2026-06-08 14:52:00,U1024,emily.miller,confluence.corp.local,,406200,WKSTN-U1024
NET027583,2026-06-08 14:58:00,U1068,susan.thompson34,jira.corp.local,INTERNAL,120798,WKSTN-U1068
NET006090,2026-06-08 15:01:00,U1016,patricia.thomas,,INTERNAL,495395,WKSTN-U1016
NET002905,2026-06-08 14:43:00,U1008,joshua.hernandez,vpn.corp.local,INTERNAL,42213,WKSTN-U1008
NET031206,2026-06-08 15:14:00,U1077,kimberly.harris58,mail.corp.local,INTERNAL,169533,WKSTN-U1077
NET011550,2026-06-08 14:57:00,U1028,john.hill,sharepoint.corp.local,INTERNAL,372805,WKSTN-U1028
NET036453,2026-06-08 14:50:00,U1089,paul.brown27,vpn.corp.local,INTERNAL,334144,WKSTN-U1089
NET028003,2026-06-08 14:53:00,U1069,jessica.clark,hr-portal.corp.local,INTERNAL,194096,
NET015634,2026-06-08 15:13:00,U1038,emily.clark,hr-portal.corp.local,INTERNAL,100515,WKSTN-U1038
NET034653,2026-06-08 15:04:00,U1085,barbara.walker67,hr-portal.corp.local,INTERNAL,375816,WKSTN-U1085
NET037807,2026-06-08 14:53:00,U1092,steven.thomas,jira.corp.local,INTERNAL,35014,WKSTN-U1092
NET027581,2026-06-08 14:58:00,U1068,susan.thompson34,sharepoint.corp.local,INTERNAL,435444,WKSTN-U1068
NET026004,2026-06-08 14:54:00,U1064,,sharepoint.corp.local,internal,152083,WKSTN-U1064
NET011075,2026-06-08 14:50:00,U1027,patricia.brown75,hr-portal.corp.local,INTERNAL,93059,WKSTN-U1027
NET003683,2026-06-08 15:17:00,U1010,,vpn.corp.local,INTERNAL,161641,WKSTN-U1010
NET035095,2026-06-08 15:44:00,U1086,steven.thompson53,confluence.corp.local,INTERNAL,245789,WKSTN-U1086
NET022013,2026-06-08 15:45:00,U1054,anthony.martinez,vpn.corp.local,INTERNAL,241937,WKSTN-U1054
