event_id,timestamp,user_id,username,event_type,status,source_ip,geo_country,device
AUTH039929,2026-06-09 08:25:00,U1097,mark.martinez10,LOGIN,SUCCESS,10.3.194.247,IN,WKSTN-U1097
AUTH004852,2026-06-09 08:20:00,U1013,emily.smith,LOGIN,SUCCESS,10.1.99.191,us,WKSTN-U1013
AUTH030025,2026-06-09 08:40:00,U1074,sarah.williams7,LOGIN,SUCCESS,10.2.121.144,US,WKSTN-U1074
AUTH000522,2026-06-09 09:00:00,U1002,donna.ramirez,LOGIN,SUCCESS,10.3.157.28,US,WKSTN-U1002
AUTH003687,2026-06-09 08:25:00,U1010,susan.young51,LOGIN,SUCCESS,10.3.76.182,US,WKSTN-U1010
AUTH021204,2026-06-09 08:40:00,U1052,paul.taylor,LOGIN,SUCCESS,10.1.32.96,US,WKSTN-U1052
AUTH030436,2026-06-09 08:45:00,U1075,steven.lewis,LOGIN,SUCCESS,10.0.225.58,,WKSTN-U1075
AUTH014443,2026-06-09 08:45:00,U1035,nancy.rodriguez82,LOGIN,SUCCESS,10.0.129.113,US,WKSTN-U1035
AUTH010634,2026-06-09 08:30:00,U1026,elizabeth.gonzalez,LOGIN,SUCCESS,10.1.9.60,IN,WKSTN-U1026
AUTH026006,2026-06-09 08:30:00,U1064,MATTHEW.WRIGHT55,LOGIN,SUCCESS,10.1.3.224,US,WKSTN-U1064
AUTH039115,2026-06-09 09:13:00,U1095,  RICHARD.THOMAS74 ,LOGIN,FAILURE,10.3.173.94,US,WKSTN-U1095
AUTH009738,2026-06-09 09:10:00,U1024,emily.miller,LOGIN,SUCCESS,10.3.167.226,US,WKSTN-U1024
AUTH022017,2026-06-09 09:05:00,U1054,anthony.martinez,LOGIN,SUCCESS,10.3.21.138,US,WKSTN-U1054
AUTH029635,2026-06-09 09:00:00,U1073,michael.gonzalez,LOGIN,SUCCESS,10.3.188.205,US,WKSTN-U1073
AUTH032874,2026-06-09 09:20:00,U1081,margaret.davis,LOGIN,SUCCESS,10.0.52.3,IN,WKSTN-U1081
AUTH027587,2026-06-09 09:10:00,U1068,susan.thompson34,LOGIN,SUCCESS,10.3.24.45,US,WKSTN-U1068
AUTH026833,2026-06-09 09:10:00,U1066,michelle.wright62,LOGIN,SUCCESS,10.3.15.28,US,WKSTN-U1066
AUTH035535,2026-06-09 09:10:00,U1087,charles.sanchez,LOGIN,SUCCESS,10.3.208.120,US,WKSTN-U1087
AUTH037809,2026-06-09 09:00:00,U1092,steven.thomas,LOGIN,SUCCESS,10.3.109.99,US,WKSTN-U1092
AUTH036454,2026-06-09 09:25:00,U1089,paul.brown27,LOGIN,SUCCESS,10.3.210.242,US,WKSTN-U1089
AUTH001725,2026-06-09 09:15:00,U1005,robert.robinson,LOGIN,,10.1.184.118,US,WKSTN-U1005
AUTH039113,2026-06-09 09:15:00,U1095,richard.thomas74,LOGIN,SUCCESS,10.3.42.107,IN,WKSTN-U1095
AUTH036914,2026-06-09 09:15:00,U1090,mary.hill,LOGIN,SUCCESS,10.0.10.16,US,WKSTN-U1090
AUTH033750,2026-06-09 09:10:00,U1083,sarah.allen70,LOGIN,SUCCESS,10.0.224.87,IN,WKSTN-U1083
AUTH008375,2026-06-09 09:15:00,U1021,jessica.walker,LOGIN,SUCCESS,10.1.166.93,IN,WKSTN-U1021
AUTH006555,2026-06-09 09:20:00,U1017,emily.hernandez34,LOGIN,SUCCESS,10.1.251.160,US,WKSTN-U1017
AUTH023598,2026-06-09 09:00:00,U1058,jennifer.ramirez18,LOGIN,SUCCESS,10.0.167.83,US,WKSTN-U1058
AUTH038253,2026-06-09 09:25:00,U1093,sarah.clark44,LOGIN,SUCCESS,10.3.33.238,US,WKSTN-U1093
AUTH028845,2026-06-09 09:05:00,U1071,matthew.robinson35,LOGIN,SUCCESS,10.1.239.242,US,WKSTN-U1071
AUTH035099,2026-06-09 09:10:00,U1086,steven.thompson53,LOGIN,SUCCESS,10.1.236.89,US,WKSTN-U1086
AUTH002521,2026-06-09 09:05:00,U1007,sarah.robinson82,LOGIN,SUCCESS,10.0.242.8,IN,WKSTN-U1007
AUTH003276,2026-06-09 09:15:00,U1009,daniel.brown,LOGIN,SUCCESS,10.2.237.142,US,WKSTN-U1009
AUTH031610,2026-06-09 09:16:00,U1078,  michelle.miller ,LOGIN,FAILURE,10.2.0.213,US,WKSTN-U1078
AUTH022433,2026-06-09 09:05:00,U1055,patricia.wilson54,LOGIN,SUCCESS,10.2.140.127,US,WKSTN-U1055
AUTH031608,2026-06-09 09:20:00,U1078,michelle.miller,LOGIN,SUCCESS,10.2.11.177,US,WKSTN-U1078
AUTH024405,2026-06-09 09:45:00,U1060,matthew.anderson,login,SUCCESS,10.3.131.9,US,WKSTN-U1060
AUTH020013,2026-06-09 17:00:00,U1049,michelle.jones59,,SUCCESS,10.3.125.224,IN,WKSTN-U1049
AUTH026403,2026-06-09 09:45:00,U1065,michael.ramirez47,LOGIN,SUCCESS,10.2.245.97,IN,WKSTN-U1065
AUTH003688,2026-06-09 17:15:00,U1010,susan.young51,LOGOUT,SUCCESS,10.0.40.17,IN,WKSTN-U1010
AUTH013256,2026-06-09 17:00:00,U1032,paul.wright91,LOGOUT,SUCCESS,10.1.249.35,IN,WKSTN-U1032
AUTH001341,2026-06-09 09:25:00,U1004,elizabeth.wilson98,LOGIN,SUCCESS,10.2.117.201,US,WKSTN-U1004
AUTH011079,2026-06-09 09:25:00,U1027,patricia.brown75	,LOGIN,SUCCESS,10.0.89.148,US,WKSTN-U1027
AUTH033311,2026-06-09 09:45:00,U1082,karen.hill96,LOGIN,SUCCESS,10.0.137.34,IN,WKSTN-U1082	
AUTH005276,2026-06-09 09:50:00,U1014,,LOGIN,SUCCESS,10.0.45.208,US,WKSTN-U1014
AUTH008376,2026-06-09 17:00:00,U1021,jessica.walker,LOGOUT,SUCCESS,10.3.69.17,US,WKSTN-U1021
AUTH036029,2026-06-09 17:00:00,U1088,ANDREW.SMITH85,LOGOUT,SUCCESS,10.3.253.117,US,WKSTN-U1088
AUTH016033,2026-06-09 09:30:00,U1039,mark.thomas,LOGIN,SUCCESS,10.0.15.98,US,WKSTN-U1039
AUTH029636,2026-06-09 17:00:00,U1073,michael.gonzalez,LOGOUT,SUCCESS,10.1.46.238,IN,WKSTN-U1073
AUTH024009,2026-06-09 09:30:00,U1059,daniel.perez98,LOGIN,SUCCESS,10.1.203.89,US,WKSTN-U1059
AUTH028007,2026-06-09 17:00:00,U1069,jessica.clark,LOGOUT,SUCCESS,10.0.68.211,US,WKSTN-U1069
AUTH000933,2026-06-09 17:15:00,U1003,kenneth.clark29,LOGOUT,,10.3.68.230,IN,WKSTN-U1003
AUTH025215,2026-06-09 09:45:00,U1062,william.martin,LOGIN,,10.0.36.50,US,WKSTN-U1062
AUTH010184,2026-06-09 09:45:00,U1025,betty.brown22,LOGIN,SUCCESS,10.2.32.161,US,WKSTN-U1025
AUTH018409,2026-06-09 09:50:00,U1045,daniel.sanchez90,LOGIN,SUCCESS,10.3.119.159,US,WKSTN-U1045
AUTH009290,2026-06-09 09:30:00,U1023,richard.wright,LOGIN,SUCCESS,10.0.226.144,IN,WKSTN-U1023
AUTH020012,2026-06-09 09:50:00,U1049,michelle.jones59,LOGIN,SUCCESS,10.0.55.16,US,WKSTN-U1049
AUTH018827,2026-06-09 09:40:00,U1046,michelle.torres39,LOGIN,SUCCESS,10.2.121.68,US,WKSTN-U1046
AUTH037370,2026-06-09 09:30:00,U1091,linda.robinson,login,SUCCESS,10.3.225.137,US,WKSTN-U1091
AUTH021598,2026-06-09 09:40:00,U1053,john.jackson31,LOGIN,SUCCESS,10.1.24.252,US,WKSTN-U1053
AUTH039514,2026-06-09 09:25:00,U1096,david.allen76,LOGIN,SUCCESS,10.2.192.28,US,WKSTN-U1096
AUTH026007,2026-06-09 17:15:00,U1064,matthew.wright55,LOGOUT,success,10.3.229.21,US,WKSTN-U1064
AUTH019240,2026-06-09 17:30:00,U1047,sandra.lewis,LOGOUT,SUCCESS,10.0.47.195,IN,WKSTN-U1047
AUTH018016,2026-06-09 17:30:00,U1044,lisa.ramirez9,LOGOUT,SUCCESS,10.1.87.51,US,WKSTN-U1044
AUTH034195,2026-06-09 17:30:00,U1084,joshua.taylor,LOGOUT,SUCCESS,10.0.106.239,US,WKSTN-U1084
AUTH024010,2026-06-09 17:45:00,U1059,daniel.perez98,LOGOUT,SUCCESS,10.3.225.66,US,WKSTN-U1059
AUTH014827,2026-06-09 17:45:00,U1036,linda.jones,LOGOUT,SUCCESS,10.2.120.42,US,WKSTN-U1036
AUTH041085,2026-06-09 17:15:00,U1100,daniel.brown38,LOGOUT,SUCCESS,10.2.249.85,IN,WKSTN-U1100
AUTH038254,2026-06-09 17:30:00,U1093,sarah.clark44,LOGOUT,SUCCESS,10.2.157.214,US,WKSTN-U1093
AUTH024803,2026-06-09 17:45:00,U1061,  jessica.rodriguez ,LOGOUT,SUCCESS,10.2.157.13,US,WKSTN-U1061
AUTH021599,2026-06-09 17:30:00,U1053,john.jackson31,LOGOUT,SUCCESS,10.2.5.228,US,WKSTN-U1053
AUTH007028,2026-06-09 17:15:00,U1018,betty.white57,LOGOUT,SUCCESS,10.1.245.99,US,WKSTN-U1018
AUTH026834,2026-06-09 17:30:00,U1066,michelle.wright62,LOGOUT,SUCCESS,10.2.241.105,US,WKSTN-U1066	
AUTH011552,2026-06-09 17:30:00,U1028,john.hill,LOGOUT,SUCCESS,10.2.144.155,US,WKSTN-U1028
AUTH017629,2026-06-09 17:45:00,U1043,thomas.williams91,LOGOUT,SUCCESS,10.2.151.127,US,WKSTN-U1043
AUTH015226,2026-06-09 17:15:00,U1037,robert.martin,LOGOUT,SUCCESS,10.3.214.112,US,WKSTN-U1037
AUTH033312,2026-06-09 17:15:00,U1082,karen.hill96,LOGOUT,SUCCESS,10.2.185.98,US,WKSTN-U1082
AUTH036455,2026-06-09 17:45:00,U1089,paul.brown27,LOGOUT,SUCCESS,10.1.158.227,IN,WKSTN-U1089
AUTH020404,2026-06-09 17:15:00,U1050,michael.ramirez,LOGOUT,SUCCESS,10.3.207.100,IN,WKSTN-U1050
AUTH014040,2026-06-09 17:45:00,U1034,thomas.allen63,LOGOUT,SUCCESS,10.1.252.165,US,WKSTN-U1034
AUTH039515,2026-06-09 17:15:00,U1096,david.allen76,LOGOUT,SUCCESS,10.3.145.39,US,WKSTN-U1096
AUTH001726,2026-06-09 17:30:00,U1005,robert.robinson,LOGOUT,SUCCESS,10.1.217.214,US,WKSTN-U1005
AUTH017230,2026-06-09 17:15:00,U1042,michael.hill56,LOGOUT,SUCCESS,10.3.170.116,US,WKSTN-U1042
AUTH032028,2026-06-09 17:30:00,U1079,emily.jones,LOGOUT,SUCCESS,10.2.39.152,IN,WKSTN-U1079
AUTH037810,2026-06-09 17:15:00,U1092,  steven.thomas ,LOGOUT,SUCCESS,10.1.4.125,US,WKSTN-U1092
AUTH002522,2026-06-09 17:15:00,U1007,sarah.robinson82,LOGOUT,SUCCESS,10.3.200.16,US,WKSTN-U1007
AUTH039114,2026-06-09 17:45:00,U1095,richard.thomas74,LOGOUT,SUCCESS,10.0.240.253,US,WKSTN-U1095
AUTH033751,2026-06-09 18:30:00,U1083,SARAH.ALLEN70,LOGOUT,success,10.2.155.129,IN,WKSTN-U1083
AUTH036915,2026-06-09 18:00:00,U1090,mary.hill,LOGOUT,SUCCESS,10.2.184.53,US,WKSTN-U1090
AUTH020820,2026-06-09 18:00:00,U1051,sandra.king72,LOGOUT,SUCCESS,10.2.132.21,US,WKSTN-U1051
AUTH009291,2026-06-09 18:30:00,U1023,richard.wright,LOGOUT,SUCCESS,10.3.184.138,US,WKSTN-U1023
AUTH028846,2026-06-09 18:15:00,U1071,matthew.robinson35,LOGOUT,SUCCESS,10.0.122.131,US,WKSTN-U1071
AUTH004433,2026-06-09 17:45:00,U1012,linda.martinez,LOGOUT,SUCCESS,10.2.240.12,IN,WKSTN-U1012
AUTH040326,2026-06-09 18:30:00,U1098,nancy.wright49,LOGOUT,SUCCESS,10.3.98.49,IN,WKSTN-U1098
AUTH013656,2026-06-09 18:15:00,U1033,linda.miller,LOGOUT,SUCCESS,10.2.101.174,US,WKSTN-U1033
AUTH031609,2026-06-09 18:30:00,U1078,michelle.miller,LOGOUT,SUCCESS,10.3.62.232,US,WKSTN-U1078
AUTH039930,2026-06-09 18:00:00,U1097,mark.martinez10,LOGOUT,SUCCESS,10.1.5.176,US,WKSTN-U1097
AUTH022809,2026-06-09 18:00:00,U1056,anthony.clark,LOGOUT,SUCCESS,10.3.175.220,US,
AUTH037371,2026-06-09 18:00:00,U1091,linda.robinson,LOGOUT,SUCCESS,10.0.29.96,US,
AUTH012408,2026-06-09 18:30:00,U1030,betty.rodriguez86,LOGOUT,SUCCESS,10.1.125.87,US,WKSTN-U1030
AUTH034658,2026-06-09 18:00:00,U1085,barbara.walker67,LOGOUT,SUCCESS,10.3.88.166,US,WKSTN-U1085
AUTH007935,2026-06-09 17:45:00,U1020,andrew.thomas36,LOGOUT,success,10.2.209.143,US,WKSTN-U1020
AUTH025613,2026-06-09 18:15:00,U1063,john.nguyen,LOGOUT,SUCCESS,10.0.96.73,US,WKSTN-U1063
AUTH001342,2026-06-09 18:15:00,U1004,elizabeth.wilson98,LOGOUT,SUCCESS,10.2.116.27,US,WKSTN-U1004
AUTH030026,2026-06-09 18:30:00,U1074,sarah.williams7,LOGOUT,success,10.0.187.150,US,
AUTH000523,2026-06-09 18:00:00,U1002,donna.ramirez,LOGOUT,SUCCESS,10.1.214.127,US,WKSTN-U1002
AUTH010185,2026-06-09 18:15:00,U1025,betty.brown22,LOGOUT,SUCCESS,,US,WKSTN-U1025
AUTH022434,2026-06-09 18:00:00,U1055,patricia.wilson54,LOGOUT,SUCCESS,10.3.82.125,US,
AUTH014444,2026-06-09 18:30:00,U1035,nancy.rodriguez82,LOGOUT,,10.0.52.128,US,WKSTN-U1035
AUTH040709,2026-06-09 18:00:00,U1099,joseph.garcia,LOGOUT,SUCCESS,10.2.70.131,US,WKSTN-U1099
AUTH021205,2026-06-09 18:15:00,U1052,paul.taylor,LOGOUT,SUCCESS,10.0.161.105,US,  WKSTN-U1052 
AUTH003277,2026-06-09 19:15:00,U1009,daniel.brown,LOGOUT,SUCCESS,10.2.157.56,US,WKSTN-U1009
AUTH018828,2026-06-09 19:15:00,U1046,michelle.torres39,LOGOUT,SUCCESS,10.3.0.152,,WKSTN-U1046
AUTH030827,2026-06-09 19:00:00,U1076,john.torres,LOGOUT,SUCCESS,10.2.63.199,IN,WKSTN-U1076
AUTH026404,2026-06-09 18:45:00,U1065,michael.ramirez47,LOGOUT,SUCCESS,10.1.131.9,IN,WKSTN-U1065
AUTH015637,2026-06-09 19:00:00,U1038,emily.clark,LOGOUT,SUCCESS,10.3.89.239,US,WKSTN-U1038
AUTH011080,2026-06-09 19:00:00,U1027,patricia.brown75,LOGOUT,SUCCESS,10.3.134.12,US,WKSTN-U1027
AUTH008836,2026-06-09 19:00:00,U1022,sandra.brown,logout,SUCCESS,10.2.35.221,US,WKSTN-U1022
AUTH010635,2026-06-09 19:00:00,U1026,elizabeth.gonzalez,LOGOUT,SUCCESS,10.2.194.156,US,WKSTN-U1026
AUTH029240,2026-06-09 18:45:00,U1072,kenneth.lopez,LOGOUT,SUCCESS,10.1.114.193,IN,WKSTN-U1072
AUTH006094,2026-06-09 19:15:00,U1016,patricia.thomas,LOGOUT,SUCCESS,10.0.67.252,US,WKSTN-U1016
AUTH023215,2026-06-09 19:15:00,U1057,nancy.sanchez,LOGOUT,SUCCESS,10.1.42.222,US,WKSTN-U1057
AUTH019645,2026-06-09 19:00:00,U1048,jennifer.thomas87,LOGOUT,SUCCESS,10.0.2.136,US,WKSTN-U1048
AUTH025216,2026-06-09 18:30:00,U1062,william.martin,LOGOUT,SUCCESS,10.3.139.78,US,WKSTN-U1062
AUTH032875,2026-06-09 18:45:00,U1081,margaret.davis,LOGOUT,SUCCESS,10.0.62.98,US,WKSTN-U1081
AUTH030437,2026-06-09 18:30:00,U1075,steven.lewis,LOGOUT,SUCCESS,10.1.214.31,US,WKSTN-U1075
AUTH012842,2026-06-09 18:45:00,U1031,john.wright28,LOGOUT,SUCCESS,10.2.165.93,US,WKSTN-U1031
AUTH028419,2026-06-09 19:00:00,U1070,betty.thomas40,LOGOUT,SUCCESS,10.3.37.14,IN,WKSTN-U1070
AUTH006556,2026-06-09 19:15:00,U1017,emily.hernandez34,LOGOUT,SUCCESS,10.1.40.206,US,WKSTN-U1017
AUTH035536,2026-06-09 19:15:00,U1087,charles.sanchez,LOGOUT,SUCCESS,10.1.82.105,US,WKSTN-U1087
AUTH022018,2026-06-09 18:45:00,U1054,anthony.martinez,LOGOUT,,10.1.117.140,US,WKSTN-U1054
AUTH005277,2026-06-09 19:00:00,U1014,james.taylor,LOGOUT,SUCCESS,10.0.6.55,US,WKSTN-U1014
AUTH000117,2026-06-09 19:00:00,U1001,linda.johnson95,LOGOUT,SUCCESS,10.1.47.167,US,WKSTN-U1001
AUTH038698,2026-06-09 19:00:00,U1094,elizabeth.lewis69,LOGOUT,SUCCESS,10.2.125.71,IN,WKSTN-U1094
AUTH027588,2026-06-09 18:45:00,U1068,susan.thompson34,LOGOUT,SUCCESS,10.3.181.73,US,WKSTN-U1068
AUTH023599,2026-06-09 19:00:00,U1058,jennifer.ramirez18,LOGOUT,SUCCESS,10.3.150.17,US,WKSTN-U1058
AUTH026420,2026-06-10 07:15:00,U1065,michael.ramirez47,LOGIN,SUCCESS,10.2.85.91,IN,WKSTN-U1065
AUTH026849,2026-06-10 07:05:00,U1066,michelle.wright62,,success,10.2.134.13,IN,WKSTN-U1066
AUTH007498,2026-06-09 19:45:00,U1019,donna.anderson,LOGOUT,SUCCESS,10.1.236.21,US,WKSTN-U1019
AUTH018410,2026-06-09 19:45:00,U1045,daniel.sanchez90,LOGOUT,SUCCESS,10.1.52.195,US,
AUTH005683,2026-06-09 19:45:00,U1015,lisa.hernandez,logout,SUCCESS,10.3.24.167,US,WKSTN-U1015
AUTH040342,2026-06-10 07:10:00,U1098,  nancy.wright49 ,LOGIN,SUCCESS,10.2.99.203,IN,WKSTN-U1098
AUTH016426,2026-06-09 19:30:00,U1040,matthew.martin,LOGOUT,SUCCESS,10.0.238.63,US,WKSTN-U1040
AUTH002137,2026-06-09 19:45:00,U1006,george.gonzalez,LOGOUT,SUCCESS,10.1.245.129,IN,WKSTN-U1006
AUTH036476,2026-06-10 07:00:00,U1089,paul.brown27,LOGIN,SUCCESS,10.0.239.184,US,WKSTN-U1089
AUTH038273,2026-06-10 07:00:00,U1093,sarah.clark44,LOGIN,,10.2.99.186,US,WKSTN-U1093
AUTH024406,2026-06-09 19:30:00,U1060,matthew.anderson,LOGOUT,SUCCESS,,IN,WKSTN-U1060
AUTH027224,2026-06-09 19:45:00,U1067,paul.thomas97,LOGOUT,SUCCESS,10.3.37.127,US,WKSTN-U1067
AUTH016825,2026-06-09 19:45:00,U1041,matthew.allen52,LOGOUT,SUCCESS,10.1.49.195,US,WKSTN-U1041
AUTH031210,2026-06-09 19:30:00,U1077,kimberly.harris58,LOGOUT,SUCCESS,10.1.189.189,US,WKSTN-U1077
AUTH035100,2026-06-09 19:30:00,U1086,steven.thompson53,LOGOUT,SUCCESS,10.1.9.190,US,WKSTN-U1086
AUTH039948,2026-06-10 07:05:00,U1097,mark.martinez10,LOGIN,SUCCESS,10.2.221.199,US,WKSTN-U1097
AUTH004042,2026-06-09 19:30:00,U1011,donna.ramirez75,LOGOUT,SUCCESS,10.2.8.245,US,WKSTN-U1011
AUTH009739,2026-06-09 19:30:00,U1024,emily.miller,LOGOUT,SUCCESS,10.1.203.129,US,WKSTN-U1024
AUTH036052,2026-06-10 07:10:00,U1088,andrew.smith85,LOGIN,SUCCESS,10.2.124.93,US,WKSTN-U1088
AUTH011975,2026-06-09 19:45:00,U1029,michelle.garcia54,LOGOUT,SUCCESS,10.1.40.254,US,WKSTN-U1029
AUTH004853,2026-06-09 19:45:00,U1013,emily.smith,LOGOUT,SUCCESS,10.1.103.251,US,WKSTN-U1013
AUTH008859,2026-06-10 07:00:00,U1022,sandra.brown,LOGIN,SUCCESS,10.2.42.200,US,WKSTN-U1022
AUTH016034,2026-06-09 19:30:00,U1039,mark.thomas,LOGOUT,SUCCESS,10.2.235.21,,WKSTN-U1039
AUTH002908,2026-06-09 19:30:00,U1008,joshua.hernandez,LOGOUT,SUCCESS,,US,WKSTN-U1008
AUTH014847,2026-06-10 07:00:00,U1036,linda.jones,LOGIN,SUCCESS,10.3.192.96,US,WKSTN-U1036
AUTH020029,2026-06-10 07:45:00,U1049,michelle.jones59,LOGIN,SUCCESS,10.1.203.121,,WKSTN-U1049
AUTH034677,2026-06-10 07:30:00,U1085,barbara.walker67,LOGIN,SUCCESS,10.0.8.65,US,  WKSTN-U1085 
AUTH013673,2026-06-10 07:15:00,U1033,linda.miller,LOGIN,SUCCESS,10.1.118.177,US,WKSTN-U1033
AUTH009314,2026-06-10 07:25:00,U1023,richard.wright,LOGIN,SUCCESS,10.2.92.89,US,WKSTN-U1023
AUTH033327,2026-06-10 07:15:00,U1082,karen.hill96,LOGIN,SUCCESS,10.0.213.37,US,WKSTN-U1082
AUTH026024,2026-06-10 07:15:00,U1064,matthew.wright55,LOGIN,SUCCESS,10.2.22.59,IN,WKSTN-U1064
AUTH018424,2026-06-10 07:45:00,U1045,daniel.sanchez90,LOGIN,SUCCESS,10.0.240.127,US,WKSTN-U1045
AUTH002921,2026-06-10 07:30:00,U1008,joshua.hernandez,LOGIN,SUCCESS,10.3.210.50,US,WKSTN-U1008
AUTH024422,2026-06-10 07:45:00,U1060,matthew.anderson,LOGIN,SUCCESS,10.3.181.254,US,WKSTN-U1060
AUTH016445,2026-06-10 07:15:00,U1040,matthew.martin,LOGIN,SUCCESS,,US,  WKSTN-U1040 
AUTH019263,2026-06-10 07:50:00,U1047,sandra.lewis,LOGIN,SUCCESS,10.3.26.201,US,WKSTN-U1047
AUTH023231,2026-06-10 07:50:00,U1057,nancy.sanchez,LOGIN,SUCCESS,10.0.4.27,US,WKSTN-U1057
AUTH032893,2026-06-10 07:40:00,U1081,margaret.davis,LOGIN,SUCCESS,10.2.153.56,US,WKSTN-U1081
AUTH021225,2026-06-10 07:30:00,U1052,paul.taylor,LOGIN,SUCCESS,10.2.141.34,,WKSTN-U1052
AUTH034214,2026-06-10 07:15:00,U1084,joshua.taylor,LOGIN,SUCCESS,10.1.182.30,IN,WKSTN-U1084
AUTH039129,2026-06-10 07:20:00,U1095,richard.thomas74,LOGIN,,10.2.254.195,US,WKSTN-U1095
AUTH022828,2026-06-10 07:50:00,U1056,anthony.clark,LOGIN,SUCCESS,10.2.131.123,US,WKSTN-U1056
AUTH041106,2026-06-10 07:40:00,U1100,daniel.brown38,LOGIN,SUCCESS,10.0.64.5,US,WKSTN-U1100
AUTH000539,2026-06-10 07:30:00,U1002,DONNA.RAMIREZ,,SUCCESS,10.0.236.28,US,WKSTN-U1002
AUTH027242,2026-06-10 07:50:00,U1067,paul.thomas97,LOGIN,SUCCESS,,US,WKSTN-U1067
AUTH021612,2026-06-10 07:45:00,U1053,john.jackson31,LOGIN,SUCCESS,10.2.31.37,US,WKSTN-U1053
AUTH025629,2026-06-10 07:20:00,U1063,john.nguyen,LOGIN,SUCCESS,10.0.140.242,US,WKSTN-U1063
AUTH029255,2026-06-10 07:30:00,U1072,kenneth.lopez,LOGIN,SUCCESS,10.2.53.177,US,WKSTN-U1072
AUTH020420,2026-06-10 07:20:00,U1050,michael.ramirez,LOGIN,SUCCESS,10.3.242.37,IN,WKSTN-U1050
AUTH030454,2026-06-10 07:40:00,U1075,steven.lewis,LOGIN,SUCCESS,10.3.26.100,IN,WKSTN-U1075
AUTH007514,2026-06-10 08:05:00,U1019,donna.anderson,LOGIN,SUCCESS,10.1.161.164,US,WKSTN-U1019
AUTH005694,2026-06-10 08:20:00,U1015,lisa.hernandez,LOGIN,SUCCESS,10.1.104.186,US,WKSTN-U1015
AUTH007952,2026-06-10 08:25:00,U1020,andrew.thomas36,LOGIN,SUCCESS,10.3.192.61,,WKSTN-U1020
AUTH040725,2026-06-10 08:05:00,U1099,,LOGIN,SUCCESS,10.0.49.149,US,WKSTN-U1099
AUTH012858,2026-06-10 08:15:00,U1031,john.wright28,LOGIN,SUCCESS,10.0.188.249,IN,  WKSTN-U1031 
AUTH016048,2026-06-10 08:15:00,U1039,mark.thomas,LOGIN,SUCCESS,10.2.70.76,US,WKSTN-U1039
AUTH027607,2026-06-10 08:25:00,U1068,susan.thompson34,LOGIN,SUCCESS,10.3.176.147,IN,WKSTN-U1068
AUTH003296,2026-06-10 08:10:00,U1009,daniel.brown,LOGIN,SUCCESS,10.2.127.251,US,WKSTN-U1009	
AUTH004451,2026-06-10 08:20:00,U1012,linda.martinez,LOGIN,SUCCESS,10.1.249.77,US,
AUTH037386,2026-06-10 08:05:00,U1091,linda.robinson,LOGIN,SUCCESS,10.0.113.9,US,WKSTN-U1091
AUTH028024,2026-06-10 08:05:00,U1069,jessica.clark,LOGIN,SUCCESS,10.0.185.149,US,WKSTN-U1069
AUTH038713,2026-06-10 08:15:00,U1094,elizabeth.lewis69,LOGIN,SUCCESS,10.1.174.220,US,WKSTN-U1094
AUTH009756,2026-06-10 08:15:00,U1024,emily.miller,LOGIN,SUCCESS,10.1.195.232,US,WKSTN-U1024
AUTH002152,2026-06-10 08:05:00,U1006,george.gonzalez,LOGIN,SUCCESS,10.1.205.92,US,WKSTN-U1006
AUTH005293,2026-06-10 08:05:00,U1014,james.taylor,LOGIN,SUCCESS,10.0.240.251,US,WKSTN-U1014
AUTH011100,2026-06-10 08:20:00,U1027,patricia.brown75,LOGIN,SUCCESS,10.3.73.103,IN,WKSTN-U1027
AUTH036934,2026-06-10 08:40:00,U1090,MARY.HILL,LOGIN,SUCCESS,10.0.106.113,IN,WKSTN-U1090
AUTH028863,2026-06-10 08:25:00,U1071,matthew.robinson35,LOGIN,SUCCESS,10.0.92.205,US,WKSTN-U1071
AUTH015246,2026-06-10 08:25:00,U1037,ROBERT.MARTIN,LOGIN,SUCCESS,10.1.6.117,IN,WKSTN-U1037
AUTH029649,2026-06-10 08:25:00,U1073,michael.gonzalez	,LOGIN,SUCCESS,10.2.193.207,US,WKSTN-U1073
AUTH013272,2026-06-10 08:25:00,U1032,paul.wright91,LOGIN,SUCCESS,,US,WKSTN-U1032
AUTH006576,2026-06-10 08:05:00,U1017,emily.hernandez34,LOGIN,SUCCESS,10.2.243.97,US,WKSTN-U1017
AUTH008392,2026-06-10 08:30:00,U1021,jessica.walker,LOGIN,SUCCESS,10.2.143.146,,
AUTH031630,2026-06-10 08:40:00,U1078,michelle.miller,LOGIN,SUCCESS,10.1.120.34,US,WKSTN-U1078
AUTH014053,2026-06-10 08:20:00,U1034,thomas.allen63,LOGIN,SUCCESS,10.0.132.169,US,WKSTN-U1034
AUTH017648,2026-06-10 08:50:00,U1043,thomas.williams91,LOGIN,SUCCESS,10.2.153.242,US,
AUTH018034,2026-06-10 08:45:00,U1044,lisa.ramirez9,LOGIN,SUCCESS,10.2.153.140,US,WKSTN-U1044
AUTH031226,2026-06-10 08:50:00,U1077,kimberly.harris58,LOGIN,SUCCESS,10.0.61.143,US,  WKSTN-U1077 
AUTH015658,2026-06-10 09:00:00,U1038,emily.clark	,LOGIN,SUCCESS,10.2.171.170,US,WKSTN-U1038
AUTH022032,2026-06-10 08:50:00,U1054,,LOGIN,SUCCESS,10.3.67.220,US,WKSTN-U1054
AUTH001358,2026-06-10 08:45:00,U1004,elizabeth.wilson98,LOGIN,SUCCESS,10.0.231.128,US,
