event_id,timestamp,user_id,username,device,process_name,action,cpu_pct,mem_mb
EP039497,2026-06-08 16:18:00,U1096,david.allen76,WKSTN-U1096,PowerPoint	,PROCESS_START,21.3,341
EP040694,2026-06-08 16:06:00,U1099,joseph.garcia,WKSTN-U1099,notepad.exe,PROCESS_START,5.6,356
EP019219,2026-06-08 16:14:00,U1047,sandra.lewis	,WKSTN-U1047,teams.exe,PROCESS_START,27.6,753000.0
EP015620,2026-06-08 16:18:00,U1038,,WKSTN-U1038,Excel,PROCESS_START,6.6,321
EP034644,2026-06-08 16:17:00,U1085,barbara.walker67,WKSTN-U1085,PuTTY,PROCESS_START,17.8,493
EP024791,2026-06-08 16:09:00,U1061,jessica.rodriguez,WKSTN-U1061,explorer.exe,PROCESS_START,10.5,488
EP013641,2026-06-08 16:52:00,U1033,linda.miller,WKSTN-U1033,Chrome,PROCESS_START,21.2,754
EP026391,2026-06-08 16:45:00,U1065,michael.ramirez47,WKSTN-U1065,outlook.exe,PROCESS_START,6.3,112
EP027988,2026-06-08 16:26:00,U1069,jessica.clark,WKSTN-U1069,Chrome,PROCESS_START,12.8,286
EP012832,2026-06-08 16:37:00,U1031,,WKSTN-U1031,Chrome,PROCESS_START,34.7,506
EP019220,2026-06-08 16:20:00,U1047,sandra.lewis,,Excel,PROCESS_START,25.4,636
EP023998,2026-06-08 16:19:00,U1059,daniel.perez98,WKSTN-U1059,notepad.exe,PROCESS_START,26.4,414
EP015213,2026-06-08 16:30:00,U1037,,WKSTN-U1037,outlook.exe,PROCESS_START,20.2,694
EP001714,2026-06-08 16:07:00,U1005,robert.robinson,WKSTN-U1005,quickbooks,PROCESS_START,1.8,895
EP001328,2026-06-08 16:36:00,U1004,elizabeth.wilson98,WKSTN-U1004,Excel,PROCESS_START,22.3,881
EP034643,2026-06-08 16:24:00,U1085,barbara.walker67,WKSTN-U1085,outlook.exe,PROCESS_START,19.4,
EP000919,2026-06-08 16:14:00,U1003,kenneth.clark29,WKSTN-U1003,explorer.exe,PROCESS_START,17.3,633
EP036013,2026-06-08 16:05:00,U1088,andrew.smith85,WKSTN-U1088,PuTTY,PROCESS_START,13.6,316
EP009270,2026-06-08 17:00:00,U1023,RICHARD.WRIGHT,WKSTN-U1023,Git,PROCESS_START,16.8,92
EP023218,2026-06-09 07:46:00,U1057,nancy.sanchez,WKSTN-U1057,Salesforce,PROCESS_START,29.4,130
EP018002,2026-06-08 16:57:00,U1044,lisa.ramirez9,WKSTN-U1044,explorer.exe,PROCESS_START,32.7,159
EP015619,2026-06-08 17:39:00,U1038,emily.clark,WKSTN-U1038,notepad.exe,PROCESS_START,23.5,
EP002139,2026-06-09 07:23:00,U1006,george.gonzalez,WKSTN-U1006,explorer.exe,PROCESS_START,24.9,847
EP009272,2026-06-08 16:57:00,U1023,  richard.wright ,WKSTN-U1023,VSCode,PROCESS_START,2.6,605
EP017614,2026-06-08 17:24:00,U1043,thomas.williams91,WKSTN-U1043,Outlook,PROCESS_START,6.4,160
EP018004,2026-06-08 16:59:00,U1044,lisa.ramirez9,WKSTN-U1044,Chrome,PROCESS_START,34.3,822
EP012828,2026-06-08 17:20:00,U1031,john.wright28,WKSTN-U1031,,,19.4,288
EP036895,2026-06-08 17:29:00,U1090,mary.hill,WKSTN-U1090,Wireshark,PROCESS_START,1.2,427
EP011954,2026-06-08 18:09:00,U1029,michelle.garcia54,WKSTN-U1029,Slack,PROCESS_START,16.0,155
EP011953,2026-06-08 17:51:00,U1029,michelle.garcia54,WKSTN-U1029	,notepad.exe,PROCESS_START,12.8,619
EP022794,2026-06-08 17:25:00,U1056,anthony.clark,WKSTN-U1056,Excel,PROCESS_START,31.5,498
EP019631,2026-06-08 17:07:00,U1048,jennifer.thomas87,WKSTN-U1048,Excel,PROCESS_START,19.6,326
EP024396,2026-06-08 16:55:00,U1060,matthew.anderson,WKSTN-U1060,Excel,PROCESS_START,32.8,144
EP038685,2026-06-08 17:25:00,U1094,elizabeth.lewis69,WKSTN-U1094,Slack,PROCESS_START,20.9,758
EP027989,2026-06-08 17:45:00,U1069,jessica.clark,WKSTN-U1069,notepad.exe,PROCESS_START,19.7,534
EP018019,2026-06-09 07:23:00,U1044,lisa.ramirez9,WKSTN-U1044,outlook.exe,PROCESS_START,8.8,510
EP036897,2026-06-08 17:40:00,U1090,mary.hill,WKSTN-U1090,Terminal,PROCESS_START,30.3,191000.0
EP011539,2026-06-08 17:00:00,U1028,john.hill,  WKSTN-U1028 ,Git	,PROCESS_START,10.4,628
EP017619,2026-06-08 17:15:00,U1043,thomas.williams91,WKSTN-U1043,Outlook,PROCESS_START,24.6,
EP023999,2026-06-08 16:52:00,U1059,daniel.perez98,WKSTN-U1059,outlook.exe,,22.3,735
EP015212,2026-06-08 16:56:00,U1037,robert.martin,WKSTN-U1037,Workday,PROCESS_START,19.5,610
EP010614,2026-06-08 17:31:00,U1026,elizabeth.gonzalez,WKSTN-U1026,teams.exe	,PROCESS_START,8.7,751
EP024394,2026-06-08 17:46:00,U1060,matthew.anderson,WKSTN-U1060,notepad.exe,PROCESS_START,22.6,197
EP015639,2026-06-09 09:18:00,U1038,emily.clark,WKSTN-U1038,explorer.exe,PROCESS_START,2.6,701
EP030029,2026-06-09 08:48:00,U1074,sarah.williams7,WKSTN-U1074,chrome.exe,PROCESS_START,13.7,694
EP026010,2026-06-09 08:48:00,U1064,matthew.wright55,WKSTN-U1064,EXPLORER.EXE,PROCESS_START,29.7,133
EP036032,2026-06-09 08:11:00,U1088,andrew.smith85,WKSTN-U1088,,PROCESS_START,18.2,153
EP023219,2026-06-09 07:46:00,U1057,nancy.sanchez,WKSTN-U1057,Excel,PROCESS_START,18.2,804
EP009742,2026-06-09 09:10:00,U1024,emily.miller,WKSTN-U1024,vscode,PROCESS_START,20.0,857
EP015638,2026-06-09 08:19:00,U1038,EMILY.CLARK,WKSTN-U1038,Excel,PROCESS_START,34.4,388
EP005684,2026-06-09 08:45:00,U1015,lisa.hernandez,WKSTN-U1015,  Chrome ,PROCESS_START,1.4,331
EP030830,2026-06-09 08:47:00,U1076,john.torres,WKSTN-U1076,Word,PROCESS_START,5.5,486
EP019241,2026-06-09 08:42:00,U1047,sandra.lewis	,WKSTN-U1047,chrome.exe,PROCESS_START,34.5,506
EP039932,2026-06-09 09:16:00,U1097,mark.martinez10,WKSTN-U1097,teams.exe,PROCESS_START,33.5,625
EP003689,2026-06-09 09:20:00,U1010,susan.young51,WKSTN-U1010,chrome.exe,PROCESS_START,5.3,820000.0
EP019646,2026-06-09 08:47:00,U1048,jennifer.thomas87,WKSTN-U1048,explorer.exe,PROCESS_START,1.1,722
EP004856,2026-06-09 08:26:00,U1013,emily.smith,WKSTN-U1013,,PROCESS_START,16.8,250
EP003690,2026-06-09 09:02:00,U1010,susan.young51,WKSTN-U1010,Chrome,PROCESS_START,27.2,784
EP014446,2026-06-09 09:03:00,U1035,nancy.rodriguez82,WKSTN-U1035,  Outlook ,PROCESS_START,34.9,784
EP002526,2026-06-09 09:16:00,U1007,sarah.robinson82,WKSTN-U1007,QuickBooks,process_start,5.8,842
EP004436,2026-06-09 08:32:00,U1012,linda.martinez,WKSTN-U1012,explorer.exe,PROCESS_START,19.2,661
EP021209,2026-06-09 08:57:00,U1052,paul.taylor,WKSTN-U1052,Outlook,PROCESS_START,14.8,375
EP008838,2026-06-09 09:15:00,U1022,sandra.brown,WKSTN-U1022	,VSCode,PROCESS_START,,274
EP004857,2026-06-09 08:25:00,U1013,emily.smith,WKSTN-U1013,notepad.exe,PROCESS_START,21.9,466
EP014044,2026-06-09 08:59:00,U1034,thomas.allen63,WKSTN-U1034,chrome.exe,PROCESS_START,31.3,419
EP013657,2026-06-09 08:07:00,U1033,linda.miller,WKSTN-U1033,Excel,PROCESS_START,1.0,693
EP013257,2026-06-09 08:31:00,U1032,paul.wright91,WKSTN-U1032,outlook.exe,PROCESS_START,6.9,429
EP012411,2026-06-09 08:23:00,U1030,betty.rodriguez86,WKSTN-U1030,notepad.exe,PROCESS_START,31.4,198
EP014449,2026-06-09 09:53:00,U1035,nancy.rodriguez82,,notepad.exe,PROCESS_START,34.8,463
EP031612,2026-06-09 09:48:00,U1078,michelle.miller,WKSTN-U1078,chrome.exe,PROCESS_START,30.8,509
EP028849,2026-06-09 09:34:00,U1071,matthew.robinson35,WKSTN-U1071,chrome.exe,PROCESS_START,2.1,278
EP010638,2026-06-09 09:48:00,U1026,elizabeth.gonzalez	,WKSTN-U1026,Docker Desktop,PROCESS_START,15.9,194
EP021210,2026-06-09 09:51:00,U1052,paul.taylor,WKSTN-U1052,explorer.exe,PROCESS_START,30.2,846
EP032032,2026-06-09 09:33:00,U1079,emily.jones,WKSTN-U1079,Terminal,PROCESS_START,31.3,80
EP000120,2026-06-09 09:29:00,U1001,linda.johnson95,WKSTN-U1001,Excel,PROCESS_START,11.1,887
EP026837,2026-06-09 09:25:00,U1066,michelle.wright62,WKSTN-U1066,chrome.exe,PROCESS_START,,93
EP015229,2026-06-09 09:40:00,U1037,robert.martin,WKSTN-U1037,outlook.exe,PROCESS_START,,298
EP035104,2026-06-09 09:48:00,U1086,steven.thompson53,WKSTN-U1086,Active Directory Console	,PROCESS_START,19.7,449
EP015227,2026-06-09 09:28:00,U1037,  robert.martin ,WKSTN-U1037,Outlook,PROCESS_START,17.7,691
EP034198,2026-06-09 09:49:00,U1084,joshua.taylor,WKSTN-U1084,notepad.exe,PROCESS_START,24.3,355
EP016039,2026-06-09 09:43:00,U1039,mark.thomas,WKSTN-U1039,outlook.exe,PROCESS_START,18.0,-848.0
EP025617,2026-06-09 09:38:00,U1063,john.nguyen,WKSTN-U1063,notepad.exe,PROCESS_START,13.2,646
EP022021,2026-06-09 09:29:00,U1054,anthony.martinez,WKSTN-U1054,Outlook,PROCESS_START,29.9,127
EP024408,2026-06-09 09:47:00,U1060,MATTHEW.ANDERSON,WKSTN-U1060,  Chrome ,PROCESS_START,12.1,774
EP030440,2026-06-09 09:30:00,U1075,steven.lewis,WKSTN-U1075,chrome.exe,PROCESS_START,20.2,408
EP028008,2026-06-09 09:26:00,U1069,jessica.clark,WKSTN-U1069,Chrome,PROCESS_START,26.3,525
EP031614,2026-06-09 09:47:00,U1078,michelle.miller,WKSTN-U1078,Outlook,PROCESS_START,29.4,95
EP028009,2026-06-09 09:29:00,U1069,jessica.clark,WKSTN-U1069,teams.exe,PROCESS_START,23.1,596
EP021207,2026-06-09 09:51:00,U1052,paul.taylor,WKSTN-U1052,teams.exe,PROCESS_START,21.4,823
EP016828,2026-06-09 09:23:00,U1041,matthew.allen52,WKSTN-U1041,Excel,PROCESS_START,13.5,788
EP007031,2026-06-09 09:40:00,U1018,betty.white57,WKSTN-U1018,VSCODE,PROCESS_START,28.0,281
EP030441,2026-06-09 09:34:00,U1075,steven.lewis,WKSTN-U1075,explorer.exe,PROCESS_START,8.9,314
EP030028,2026-06-09 09:33:00,U1074,sarah.williams7,WKSTN-U1074,Outlook,PROCESS_START,21.0,230000.0
EP000527,2026-06-09 10:08:00,U1002,donna.ramirez	,WKSTN-U1002,explorer.exe,PROCESS_START,,661
EP012412,2026-06-09 09:55:00,U1030,betty.rodriguez86,WKSTN-U1030,outlook.exe,PROCESS_START,1.6,352
EP026839,2026-06-09 10:02:00,U1066,michelle.wright62,WKSTN-U1066,Chrome,PROCESS_START,19.7,532
EP002140,2026-06-09 10:16:00,U1006,george.gonzalez,WKSTN-U1006,  Outlook ,PROCESS_START,34.8,757
EP012843,2026-06-09 10:23:00,U1031,john.wright28,WKSTN-U1031,notepad.exe,PROCESS_START,2.1,420
EP031216,2026-06-09 09:54:00,U1077,kimberly.harris58,WKSTN-U1077,Word,PROCESS_START,33.1,654
EP032879,2026-06-09 10:18:00,U1081,margaret.davis,WKSTN-U1081,Chrome,PROCESS_START,20.1,731
EP029242,2026-06-09 10:14:00,U1072,kenneth.lopez,WKSTN-U1072,Chrome,PROCESS_START,19.5,493
EP031213,2026-06-09 10:24:00,U1077,kimberly.harris58,WKSTN-U1077,chrome.exe,PROCESS_START,,499
EP016826,2026-06-09 10:00:00,U1041,matthew.allen52,WKSTN-U1041,explorer.exe,PROCESS_START,31.3,628
EP016038,2026-06-09 10:26:00,U1039,mark.thomas,WKSTN-U1039,explorer.exe,,27.9,594
EP024407,2026-06-09 09:54:00,U1060,matthew.anderson,WKSTN-U1060,Outlook,PROCESS_START,33.6,889
EP008377,2026-06-09 10:13:00,U1021,jessica.walker,WKSTN-U1021,Chrome,PROCESS_START,28.7,429
EP001728,2026-06-09 09:54:00,U1005,robert.robinson,WKSTN-U1005,notepad.exe,process_start,24.0,492
EP038701,2026-06-09 10:09:00,U1094,elizabeth.lewis69,WKSTN-U1094,Active Directory Console,PROCESS_START,4.4,769
EP029638,2026-06-09 09:54:00,U1073,michael.gonzalez,WKSTN-U1073,Outlook,,2.1,191
EP014448,2026-06-09 10:19:00,U1035,nancy.rodriguez82,WKSTN-U1035,chrome.exe,PROCESS_START,11.5,835
EP021601,2026-06-09 10:10:00,U1053,john.jackson31,WKSTN-U1053,notepad.exe,PROCESS_START,15.1,781
EP016037,2026-06-09 10:05:00,U1039,mark.thomas,WKSTN-U1039,Excel,PROCESS_START,1.9,349
EP017633,2026-06-09 10:10:00,U1043,,WKSTN-U1043,outlook.exe,PROCESS_START,24.4,123
EP009740,2026-06-09 10:22:00,U1024,emily.miller,WKSTN-U1024	,VSCode,PROCESS_START,28.9,760
EP020824,2026-06-09 10:02:00,U1051,sandra.king72,WKSTN-U1051,Salesforce,PROCESS_START,28.1,852
EP025616,2026-06-09 10:12:00,U1063,john.nguyen,WKSTN-U1063,notepad.exe,PROCESS_START,5.1,775
EP035106,2026-06-09 10:25:00,U1086,steven.thompson53,WKSTN-U1086,PuTTY,PROCESS_START,33.2,268
EP013662,2026-06-09 10:06:00,U1033,linda.miller,WKSTN-U1033,Chrome,PROCESS_START,14.5,530
EP036918,2026-06-09 10:46:00,U1090,mary.hill,WKSTN-U1090,explorer.exe,PROCESS_START,8.5,593
EP002138,2026-06-09 10:47:00,U1006,george.gonzalez,WKSTN-U1006,SAP,PROCESS_START,22.0,843
EP008839,2026-06-09 10:50:00,U1022,sandra.brown,WKSTN-U1022,notepad.exe,PROCESS_START,27.3,820
EP024409,2026-06-09 10:28:00,U1060,matthew.anderson,WKSTN-U1060	,Zoom,PROCESS_START,21.4,836
EP040328,2026-06-09 10:43:00,U1098,nancy.wright49,WKSTN-U1098,explorer.exe,PROCESS_START,28.7,286
EP002523,2026-06-09 10:39:00,U1007,sarah.robinson82,WKSTN-U1007,Outlook,PROCESS_START,29.6,639
EP007501,2026-06-09 10:34:00,U1019,donna.anderson,WKSTN-U1019,teams.exe,PROCESS_START,,681
EP032030,2026-06-09 10:30:00,U1079,emily.jones,WKSTN-U1079,Active Directory Console,PROCESS_START,18.0,572
EP028847,2026-06-09 10:32:00,U1071,matthew.robinson35,WKSTN-U1071,chrome.exe,,18.4,817
EP034197,2026-06-09 10:46:00,U1084,joshua.taylor,WKSTN-U1084,teams.exe,PROCESS_START,16.4,649
EP024806,2026-06-09 10:45:00,U1061,jessica.rodriguez,WKSTN-U1061,explorer.exe,PROCESS_START,14.6,850000.0
EP019244,2026-06-09 10:48:00,U1047,sandra.lewis,WKSTN-U1047,explorer.exe,PROCESS_START,9.2,648
EP020407,2026-06-09 10:28:00,U1050,michael.ramirez,WKSTN-U1050,Excel,PROCESS_START,32.3,533
EP004435,2026-06-09 10:54:00,U1012,linda.martinez,,outlook.exe,PROCESS_START,7.9,647
EP027228,2026-06-09 10:33:00,U1067,paul.thomas97,WKSTN-U1067,notepad.exe,PROCESS_START,1.2,874
EP033314,2026-06-09 10:57:00,U1082,karen.hill96,WKSTN-U1082,Chrome,PROCESS_START,33.4,779000.0
EP032877,2026-06-09 10:50:00,U1081,margaret.davis,WKSTN-U1081,explorer.exe,PROCESS_START,19.3,451
EP028010,2026-06-09 10:37:00,U1069,jessica.clark,WKSTN-U1069,teams.exe,PROCESS_START,32.6,211
EP034196,2026-06-09 10:40:00,U1084,joshua.taylor,WKSTN-U1084,Wireshark,PROCESS_START,24.7,213
EP010189,2026-06-09 10:48:00,U1025,betty.brown22,WKSTN-U1025,chrome.exe,PROCESS_START,11.9,659
EP000938,2026-06-09 10:28:00,U1003,kenneth.clark29,WKSTN-U1003,notepad.exe,PROCESS_START,13.3,650
EP008840,2026-06-09 10:31:00,U1022,sandra.brown,WKSTN-U1022,Slack,PROCESS_START,34.3,287
EP025614,2026-06-09 10:40:00,U1063,john.nguyen,WKSTN-U1063,DocuSign,PROCESS_START,1.0,271
EP036034,2026-06-09 10:52:00,U1088,andrew.smith85,WKSTN-U1088,notepad.exe,PROCESS_START,20.2,441
EP031212,2026-06-09 10:32:00,U1077,kimberly.harris58,WKSTN-U1077,Word,PROCESS_START,3.2,378000.0
EP039936,2026-06-09 11:25:00,U1097,mark.martinez10,WKSTN-U1097,outlook.exe,PROCESS_START,8.8,680
EP004045,2026-06-09 11:26:00,U1011,donna.ramirez75,WKSTN-U1011,teams.exe,PROCESS_START,25.4,336
EP017634,2026-06-09 11:03:00,U1043,thomas.williams91,WKSTN-U1043,Outlook,PROCESS_START,32.3,258
EP003280,2026-06-09 11:06:00,U1009,daniel.brown,WKSTN-U1009,notepad.exe,PROCESS_START,19.8,240
EP017632,2026-06-09 11:08:00,U1043,thomas.williams91,WKSTN-U1043,chrome.exe,PROCESS_START,19.4,567000.0
EP014830,2026-06-09 11:14:00,U1036,linda.jones,WKSTN-U1036,teams.exe,process_start,23.2,418
EP022435,2026-06-09 11:19:00,U1055,patricia.wilson54,WKSTN-U1055,outlook.exe,PROCESS_START,19.4,275
EP003691,2026-06-09 11:08:00,U1010,susan.young51,WKSTN-U1010,teams.exe,PROCESS_START,9.1,573
EP013660,2026-06-09 11:28:00,U1033,linda.miller,WKSTN-U1033,teams.exe,PROCESS_START,11.0,762
EP028012,2026-06-09 10:57:00,U1069,,WKSTN-U1069,outlook.exe,PROCESS_START,26.5,321
EP002524,2026-06-09 11:18:00,U1007,,WKSTN-U1007,teams.exe,PROCESS_START,24.2,753
EP026011,2026-06-09 11:25:00,U1064,matthew.wright55,WKSTN-U1064,outlook.exe,PROCESS_START,5.5,466
EP025220,2026-06-09 11:33:00,U1062,william.martin,WKSTN-U1062,Outlook,PROCESS_START,6.9,755
EP019246,2026-06-09 10:57:00,U1047,sandra.lewis,WKSTN-U1047,notepad.exe,PROCESS_START,23.0,371
EP026406,2026-06-09 11:32:00,U1065,michael.ramirez47,WKSTN-U1065,Chrome,PROCESS_START,14.3,130000.0
EP010637,2026-06-09 11:16:00,U1026,elizabeth.gonzalez,WKSTN-U1026,Chrome,PROCESS_START,32.5,474
EP033754,2026-06-09 11:31:00,U1083,sarah.allen70,WKSTN-U1083,teams.exe,PROCESS_START,20.1,167
EP007029,2026-06-09 11:03:00,U1018,BETTY.WHITE57,WKSTN-U1018,teams.exe,PROCESS_START,24.6,164
EP000119,2026-06-09 11:04:00,U1001,linda.johnson95,WKSTN-U1001,chrome.exe,PROCESS_START,7.5,220
EP040712,2026-06-09 11:02:00,U1099,joseph.garcia,WKSTN-U1099,chrome.exe,PROCESS_START,4.2,735
EP006099,2026-06-09 11:31:00,U1016,patricia.thomas,WKSTN-U1016,Docker Desktop,PROCESS_START,26.5,290
EP011976,2026-06-09 11:30:00,U1029,michelle.garcia54,WKSTN-U1029,outlook.exe,PROCESS_START,2.3,822
EP018831,2026-06-09 10:57:00,U1046,michelle.torres39,WKSTN-U1046,Outlook,PROCESS_START,16.6,620
EP000118,2026-06-09 11:15:00,U1001,linda.johnson95,WKSTN-U1001,CHROME,PROCESS_START,7.1,299
EP001345,2026-06-09 11:15:00,U1004,elizabeth.wilson98,WKSTN-U1004,teams.exe,PROCESS_START,16.5,476
EP026008,2026-06-09 11:53:00,U1064,matthew.wright55,WKSTN-U1064,explorer.exe,PROCESS_START,1.5,760
EP035103,2026-06-09 12:00:00,U1086,steven.thompson53,WKSTN-U1086,outlook.exe,PROCESS_START,12.4,780
EP024804,2026-06-09 11:50:00,U1061,jessica.rodriguez,WKSTN-U1061,explorer.exe,PROCESS_START,,341
EP037811,2026-06-09 11:49:00,U1092,steven.thomas,WKSTN-U1092,Terminal,PROCESS_START,26.3,673
EP010636,2026-06-09 11:36:00,U1026,elizabeth.gonzalez,WKSTN-U1026,VSCode,PROCESS_START,4.4,338
EP038699,2026-06-09 11:42:00,U1094,elizabeth.lewis69,WKSTN-U1094	,Terminal,PROCESS_START,17.6,667
EP028013,2026-06-09 11:45:00,U1069,jessica.clark,WKSTN-U1069,  teams.exe ,PROCESS_START,1.7,443
EP010188,2026-06-09 11:34:00,U1025,betty.brown22,WKSTN-U1025,explorer.exe,PROCESS_START,31.6,
EP014447,2026-06-09 11:36:00,U1035,nancy.rodriguez82,WKSTN-U1035,explorer.exe,PROCESS_START,24.5,248
EP023603,2026-06-09 11:54:00,U1058,jennifer.ramirez18,WKSTN-U1058,notepad.exe,PROCESS_START,4.1,851
EP020822,2026-06-09 11:47:00,U1051,sandra.king72,WKSTN-U1051,teams.exe,PROCESS_START,20.3,730
EP024012,2026-06-09 11:46:00,U1059,daniel.perez98,WKSTN-U1059,Chrome,PROCESS_START,22.2,804
EP016040,2026-06-09 12:03:00,U1039,mark.thomas,WKSTN-U1039,outlook.exe,PROCESS_START,27.1,87
EP010187,2026-06-09 11:41:00,U1025,betty.brown22,WKSTN-U1025,VSCode,PROCESS_START,25.0,364
EP007938,2026-06-09 11:41:00,U1020,,WKSTN-U1020,outlook.exe,PROCESS_START,9.6,110
EP029241,2026-06-09 11:58:00,U1072,kenneth.lopez,WKSTN-U1072,teams.exe,PROCESS_START,7.9,664
EP022022,2026-06-09 11:43:00,U1054,anthony.martinez,WKSTN-U1054,chrome.exe,PROCESS_START,-14.6,123
EP041089,2026-06-09 12:01:00,U1100,daniel.brown38,WKSTN-U1100,chrome.exe	,PROCESS_START,7.5,134
EP026009,2026-06-09 11:46:00,U1064,matthew.wright55,WKSTN-U1064,outlook.exe,PROCESS_START,14.0,427
EP022436,2026-06-09 11:48:00,U1055,patricia.wilson54,WKSTN-U1055,teams.exe,PROCESS_START,N/A,194
EP017630,2026-06-09 11:39:00,U1043,thomas.williams91,WKSTN-U1043,outlook.exe,PROCESS_START,4.9,666
EP034660,2026-06-09 11:53:00,U1085,barbara.walker67,WKSTN-U1085,outlook.exe,PROCESS_START,26.6,577
EP036033,2026-06-09 11:50:00,U1088,andrew.smith85,WKSTN-U1088,teams.exe,PROCESS_START,9.4,859
EP002911,2026-06-09 11:59:00,U1008,joshua.hernandez,WKSTN-U1008,chrome.exe,PROCESS_START,34.6,464
EP018413,2026-06-09 11:58:00,U1045,  daniel.sanchez90 ,WKSTN-U1045,Workday,PROCESS_START,16.5,891
EP035538,2026-06-09 12:31:00,U1087,charles.sanchez,WKSTN-U1087,explorer.exe,PROCESS_START,27.6,753
EP028848,2026-06-09 12:34:00,U1071,matthew.robinson35,WKSTN-U1071,Chrome,PROCESS_START,16.3,325
EP020405,2026-06-09 12:25:00,U1050,michael.ramirez,WKSTN-U1050,Zoom,PROCESS_START,15.7,419
EP025615,2026-06-09 12:26:00,U1063,john.nguyen,WKSTN-U1063,teams.exe,PROCESS_START,1.1,377
EP019245,2026-06-09 12:17:00,U1047,sandra.lewis,WKSTN-U1047,explorer.exe,PROCESS_START,10.3,765
EP014829,2026-06-09 12:16:00,U1036,linda.jones,WKSTN-U1036,teams.exe,PROCESS_START,,673
EP004437,2026-06-09 12:09:00,U1012,linda.martinez,WKSTN-U1012	,teams.exe,PROCESS_START,14.8,477
EP040327,2026-06-09 12:27:00,U1098,nancy.wright49,,outlook.exe,PROCESS_START,23.3,558
EP039116,2026-06-09 12:28:00,U1095,,WKSTN-U1095,teams.exe,PROCESS_START,13.5,
EP028850,2026-06-09 12:27:00,U1071,matthew.robinson35,WKSTN-U1071,Outlook,PROCESS_START,17.4,656
EP000937,2026-06-09 12:18:00,U1003,kenneth.clark29,WKSTN-U1003,Excel,PROCESS_START,16.3,422
EP028424,2026-06-09 12:12:00,U1070,betty.thomas40,WKSTN-U1070,Chrome,PROCESS_START,27.2,836
EP026407,2026-06-09 12:34:00,U1065,  michael.ramirez47 ,WKSTN-U1065,explorer.exe,PROCESS_START,23.6,276
EP002909,2026-06-09 12:34:00,U1008,joshua.hernandez,WKSTN-U1008,notepad.exe,PROCESS_START,20.2,505
EP031214,2026-06-09 12:20:00,U1077,kimberly.harris58,WKSTN-U1077,Outlook,PROCESS_START,34.7,846
EP036458,2026-06-09 12:26:00,U1089,paul.brown27,  WKSTN-U1089 ,Chrome,PROCESS_START,1.4,539
EP020823,2026-06-09 12:31:00,U1051,sandra.king72,WKSTN-U1051,Zoom,PROCESS_START,20.4,708
EP034663,2026-06-09 12:10:00,U1085,barbara.walker67,WKSTN-U1085,notepad.exe,PROCESS_START,,542
EP014832,2026-06-09 12:11:00,U1036,linda.jones,WKSTN-U1036,  Outlook ,PROCESS_START,12.8,324
EP030829,2026-06-09 12:24:00,U1076,john.torres,WKSTN-U1076,Chrome,PROCESS_START,12.5,842
EP026835,2026-06-09 12:09:00,U1066,michelle.wright62,WKSTN-U1066,outlook.exe,PROCESS_START,14.6,149
EP003692,2026-06-09 12:07:00,U1010,susan.young51,WKSTN-U1010,explorer.exe,PROCESS_START,5.2,739
EP004438,2026-06-09 12:30:00,U1012,linda.martinez,WKSTN-U1012,chrome.exe,PROCESS_START,27.7,620
EP033315,2026-06-09 12:18:00,U1082,karen.hill96,WKSTN-U1082,PuTTY,PROCESS_START,10.5,650
EP036031,2026-06-09 12:27:00,U1088,andrew.smith85,WKSTN-U1088,notepad.exe,PROCESS_START,4900.0,842
EP004855,2026-06-09 12:35:00,U1013,emily.smith,WKSTN-U1013,outlook.exe,PROCESS_START,21.4,418
EP020406,2026-06-09 12:59:00,U1050,  michael.ramirez ,WKSTN-U1050,,PROCESS_START,,386
EP001343,2026-06-09 12:37:00,U1004,elizabeth.wilson98,WKSTN-U1004,Outlook,PROCESS_START,3.5,679
EP013658,2026-06-09 12:40:00,U1033,linda.miller,WKSTN-U1033,Excel,PROCESS_START,32.7,510
EP040330,2026-06-09 12:59:00,U1098,  nancy.wright49 ,WKSTN-U1098,Zoom	,PROCESS_START,18.8,292
EP011979,2026-06-09 12:43:00,U1029,michelle.garcia54,WKSTN-U1029,Chrome,,7.3,134
EP021602,2026-06-09 12:42:00,U1053,john.jackson31,WKSTN-U1053,teams.exe,PROCESS_START,16.1,212
EP018017,2026-06-09 12:38:00,U1044,lisa.ramirez9,WKSTN-U1044,outlook.exe,PROCESS_START,20.1,161
EP040329,2026-06-09 13:00:00,U1098,nancy.wright49,WKSTN-U1098,PowerPoint,PROCESS_START,5.2,N/A
EP014043,2026-06-09 12:58:00,U1034,thomas.allen63,WKSTN-U1034,explorer.exe,PROCESS_START,3.0,292
EP031215,2026-06-09 12:42:00,U1077,kimberly.harris58,WKSTN-U1077,Outlook,PROCESS_START,10.7,82
EP026405,2026-06-09 12:46:00,U1065,michael.ramirez47,WKSTN-U1065,teams.exe,PROCESS_START,24.6,655
EP035105,2026-06-09 12:44:00,U1086,steven.thompson53,WKSTN-U1086,notepad.exe,PROCESS_START,16.3,587
EP030032,2026-06-09 12:56:00,U1074,sarah.williams7,WKSTN-U1074,notepad.exe,PROCESS_START,21.9,345
EP001346,2026-06-09 12:36:00,U1004,elizabeth.wilson98,WKSTN-U1004,QuickBooks,PROCESS_START,16.6,278
EP019649,2026-06-09 12:38:00,U1048,jennifer.thomas87,WKSTN-U1048,outlook.exe,PROCESS_START,20.5,344
