event_id,timestamp,user_id,username,file_path,action,file_size_kb,device,is_sensitive_location
FILE006082,2026-06-08 14:48:00,U1016,patricia.thomas,/shared/eng/design_docs/summary_685.pptx,READ,849,WKSTN-U1016,False
FILE038690,2026-06-08 14:38:00,U1094,  elizabeth.lewis69 ,/shared/it/backups/report_831.docx,WRITE,2200,WKSTN-U1094,False
FILE009280,2026-06-08 14:46:00,U1023,RICHARD.WRIGHT,/shared/eng/design_docs/summary_457.docx,READ,2798,WKSTN-U1023	,False
FILE004425,2026-06-08 14:58:00,U1012,linda.martinez,/shared/finance/budgets/report_379.pdf,DOWNLOAD,4839,WKSTN-U1012,False
FILE004848,2026-06-08 14:58:00,U1013,emily.smith,/shared/finance/payroll/notes_767.pdf,READ,4587,WKSTN-U1013,True
FILE028836,2026-06-08 14:52:00,U1071,matthew.robinson35,/shared/legal/compliance/report_623.xlsx,WRITE,2987,WKSTN-U1071,False
FILE000515,2026-06-08 14:48:00,U1002,donna.ramirez,/shared/finance/payroll/data_336.xlsx,READ,85,WKSTN-U1002,True
FILE020810,2026-06-08 14:51:00,U1051,sandra.king72,/shared/sales/pricing/plan_261.xlsx,READ,2159,WKSTN-U1051,False
FILE036018,2026-06-08 14:56:00,U1088,andrew.smith85,/shared/it/credentials_vault/report_7.zip,DOWNLOAD,4435,WKSTN-U1088,True
FILE035088,2026-06-08 14:36:00,U1086,,/shared/it/network_configs/plan_819.docx,WRITE,546,WKSTN-U1086,False
FILE026828,2026-06-08 14:49:00,U1066,michelle.wright62,/shared/legal/compliance/plan_290.pdf,DOWNLOAD,1605,WKSTN-U1066,False
FILE030429,2026-06-08 14:55:00,U1075,steven.lewis,/shared/legal/case_files/summary_486.zip,,4676,WKSTN-U1075,True
FILE012835,2026-06-08 14:35:00,U1031,john.wright28,/shared/hr/recruitment/plan_505.docx,READ,44,WKSTN-U1031,False
FILE026001,2026-06-08 14:40:00,U1064,matthew.wright55,/shared/legal/case_files/report_569.pptx,WRITE,3577,WKSTN-U1064,True
FILE031597,2026-06-08 14:47:00,U1078,michelle.miller,/shared/legal/case_files/summary_208.pdf,READ,478,WKSTN-U1078,True
FILE032432,2026-06-08 14:40:00,U1080,joseph.jackson91,,READ,1764,WKSTN-U1080,False
FILE005676,2026-06-08 14:42:00,U1015,lisa.hernandez,/shared/finance/payroll/report_941.zip,READ,2946,WKSTN-U1015,True
FILE006546,2026-06-08 14:42:00,U1017,emily.hernandez34,  /shared/eng/ci_configs/data_277.zip ,WRITE,2849,  WKSTN-U1017 ,False
FILE027214,2026-06-08 14:52:00,U1067,paul.thomas97	,/shared/legal/contracts/plan_872.xlsx,write,2916,WKSTN-U1067,False
FILE015628,2026-06-08 14:49:00,U1038,emily.clark,/shared/hr/recruitment/data_127.xlsx,READ,4410,WKSTN-U1038,False
FILE039507,2026-06-08 14:42:00,U1096,david.allen76,/shared/exec/board_docs/data_475.xlsx,READ,3641,WKSTN-U1096,True
FILE018400,2026-06-08 14:40:00,U1045,daniel.sanchez90,/shared/hr/policies/summary_398.docx,READ,446,WKSTN-U1045,
FILE009728,2026-06-08 14:35:00,U1024,emily.miller,/shared/eng/design_docs/plan_339.xlsx,WRITE,3438,WKSTN-U1024,False
FILE022428,2026-06-08 15:03:00,U1055,patricia.wilson54,/shared/sales/contracts/plan_484.pdf,WRITE,1276,WKSTN-U1055,False
FILE014032,2026-06-08 15:27:00,U1034,THOMAS.ALLEN63,/shared/hr/policies/report_548.pdf,,4283,WKSTN-U1034,False
FILE004846,2026-06-08 15:32:00,U1013,emily.smith,/shared/finance/reports/plan_258.zip,READ,4920,WKSTN-U1013,False
FILE020812,2026-06-08 15:05:00,U1051,sandra.king72,/shared/sales/pricing/summary_218.docx,READ,1022,WKSTN-U1051,False
FILE034188,2026-06-08 15:29:00,U1084,joshua.taylor,/shared/it/backups/report_929.pdf,READ,1793,WKSTN-U1084,False
FILE031596,2026-06-08 15:21:00,U1078,michelle.miller,/shared/legal/case_files/summary_808.csv,READ,2746,WKSTN-U1078,True
FILE003268,2026-06-08 15:28:00,U1009,daniel.brown,/shared/finance/payroll/data_904.docx,READ,191,,True
FILE004037,2026-06-08 14:59:00,U1011,donna.ramirez75,/shared/finance/budgets/data_415.pptx,READ,616,WKSTN-U1011,False
FILE026830,2026-06-08 15:30:00,U1066,michelle.wright62,/shared/legal/case_files/plan_769.pdf,WRITE,3962,WKSTN-U1066,True
FILE002515,2026-06-08 14:59:00,U1007,sarah.robinson82,/shared/finance/reports/plan_758.zip,READ,1699,WKSTN-U1007,False
FILE026829,2026-06-08 15:13:00,U1066,  michelle.wright62 ,/shared/legal/contracts/plan_960.pptx,WRITE,2268,WKSTN-U1066,False
FILE018403,2026-06-08 15:12:00,U1045,daniel.sanchez90,/shared/hr/employee_records/plan_113.xlsx,READ,4294,WKSTN-U1045,True
FILE032433,2026-06-08 15:03:00,U1080,joseph.jackson91,/shared/it/credentials_vault/plan_3.xlsx,READ,1867,WKSTN-U1080,True
FILE016818,2026-06-08 15:04:00,U1041,matthew.allen52,,DOWNLOAD,2589,WKSTN-U1041,False
FILE039106,2026-06-08 15:31:00,U1095,richard.thomas74,/shared/exec/strategy/report_400.zip,READ,2463,WKSTN-U1095,False
FILE020006,2026-06-08 15:03:00,U1049,michelle.jones59,/shared/sales/pricing/summary_112.zip,READ,3231,WKSTN-U1049,False
FILE028000,2026-06-08 15:13:00,U1069,jessica.clark,/shared/legal/contracts/notes_376.docx,DOWNLOAD,491,WKSTN-U1069,False
FILE032430,2026-06-08 15:32:00,U1080,joseph.jackson91,/shared/it/backups/summary_630.csv,READ,1910,WKSTN-U1080,False
FILE030013,2026-06-08 15:12:00,U1074,sarah.williams7,/shared/legal/case_files/data_871.pdf,READ,3390,WKSTN-U1074	,True
FILE002128,2026-06-08 15:36:00,U1006,george.gonzalez,/shared/finance/payroll/notes_607.docx,READ,4227,WKSTN-U1006,True
FILE000109,2026-06-08 15:15:00,U1001,linda.johnson95,,,3606,WKSTN-U1001,False
FILE040701,2026-06-08 15:35:00,U1099,joseph.garcia,/shared/exec/mna/notes_970.zip,READ,4820,WKSTN-U1099,True
FILE012400,2026-06-08 15:06:00,U1030,betty.rodriguez86,/shared/eng/source_code/plan_825.pptx,write,4077,WKSTN-U1030,False
FILE011965,2026-06-08 15:33:00,U1029,michelle.garcia54,/shared/eng/source_code/summary_552.zip,WRITE,2295,WKSTN-U1029,False
FILE014034,2026-06-08 15:34:00,U1034,thomas.allen63,/shared/hr/recruitment/summary_201.zip,WRITE,4890,WKSTN-U1034,False
FILE008368,2026-06-08 16:07:00,U1021,jessica.walker,/shared/eng/source_code/notes_326.csv,WRITE,1396,WKSTN-U1021,False
FILE009729,2026-06-08 15:51:00,U1024,emily.miller,/shared/eng/ci_configs/data_793.pdf,READ,1850,WKSTN-U1024	,False
FILE030819,2026-06-08 15:42:00,U1076,john.torres,/shared/legal/case_files/report_205.csv,READ,1688,WKSTN-U1076,True
FILE034187,2026-06-08 16:23:00,U1084,joshua.taylor,/shared/it/backups/report_4.csv,WRITE,3566,WKSTN-U1084,False
FILE012836,2026-06-08 16:15:00,U1031,john.wright28,/shared/hr/policies/notes_35.xlsx,READ,2762,WKSTN-U1031,False
FILE035091,2026-06-08 15:56:00,U1086,steven.thompson53,/shared/it/network_configs/summary_378.csv,READ,4549,WKSTN-U1086,False
FILE025999,2026-06-08 16:35:00,U1064,matthew.wright55,/shared/legal/compliance/notes_191.pptx,READ,2957,,False
FILE001721,2026-06-08 16:32:00,U1005,,/shared/finance/reports/plan_580.zip,WRITE,4388,WKSTN-U1005,
FILE028838,2026-06-08 16:23:00,U1071,matthew.robinson35,/shared/legal/contracts/summary_403.zip,READ,3855,WKSTN-U1071,False
FILE025209,2026-06-08 16:20:00,U1062,william.martin,/shared/sales/pricing/report_736.pdf,WRITE,3089,WKSTN-U1062,False
FILE018011,2026-06-08 16:18:00,U1044,lisa.ramirez9,/shared/hr/recruitment/plan_84.pdf,DOWNLOAD,1328,WKSTN-U1044,False
FILE024003,2026-06-08 16:36:00,U1059,daniel.perez98,/shared/sales/contracts/report_487.xlsx,WRITE,375,WKSTN-U1059,False
FILE028412,2026-06-08 16:27:00,U1070,betty.thomas40,/shared/legal/compliance/notes_608.pdf,READ,2052,WKSTN-U1070,False
FILE009282,2026-06-08 15:46:00,U1023,richard.wright,/shared/eng/source_code/plan_277.zip,read,396,WKSTN-U1023,False
FILE016418,2026-06-08 16:19:00,U1040,matthew.martin,/shared/hr/policies/report_208.csv,READ,3597,WKSTN-U1040,False
FILE023588,2026-06-08 15:41:00,U1058,jennifer.ramirez18,/shared/sales/pricing/summary_775.zip,DOWNLOAD,1133,WKSTN-U1058,False
FILE035089,2026-06-08 15:57:00,U1086,steven.thompson53,/shared/it/credentials_vault/report_668.pdf,WRITE,3413,WKSTN-U1086,True
FILE010623,2026-06-08 15:53:00,U1026,elizabeth.gonzalez,/shared/eng/source_code/data_366.docx,READ,4515,WKSTN-U1026,False
FILE029232,2026-06-08 16:24:00,U1072,kenneth.lopez,/shared/legal/compliance/summary_699.xlsx,READ,3177,WKSTN-U1072,False
FILE019231,2026-06-08 16:20:00,U1047,sandra.lewis,/shared/sales/pricing/report_982.zip,READ,506,WKSTN-U1047,False
FILE028001,2026-06-08 15:49:00,U1069,jessica.clark,/shared/legal/contracts/plan_213.xlsx,READ,1212,WKSTN-U1069,False
FILE032018,2026-06-08 16:20:00,U1079,emily.jones,/shared/it/credentials_vault/report_483.zip,READ,1096,WKSTN-U1079,True
FILE029234,2026-06-08 16:36:00,U1072,kenneth.lopez,/shared/legal/case_files/notes_926.csv,READ,4356,WKSTN-U1072,
FILE026000,2026-06-08 16:13:00,U1064,matthew.wright55,/shared/legal/compliance/report_476.zip,READ,4717,WKSTN-U1064,False
FILE016027,2026-06-08 15:49:00,U1039,mark.thomas,/shared/hr/employee_records/summary_287.zip,READ,4555,WKSTN-U1039,True
FILE004445,2026-06-09 07:31:00,U1012,linda.martinez,/shared/finance/budgets/summary_442.zip,WRITE,2956,WKSTN-U1012,False
FILE014838,2026-06-09 07:30:00,U1036,linda.jones,/shared/hr/policies/report_623.xlsx,READ,67,WKSTN-U1036,False
FILE018028,2026-06-09 07:53:00,U1044,lisa.ramirez9,/shared/hr/recruitment/report_792.pptx,WRITE,175,WKSTN-U1044,False
FILE027997,2026-06-08 17:27:00,U1069,jessica.clark,/shared/legal/compliance/plan_100.csv,WRITE,3143,WKSTN-U1069,False
FILE032035,2026-06-09 07:17:00,U1079,emily.jones,/shared/it/backups/notes_534.xlsx,WRITE,3440,WKSTN-U1079,False
FILE019230,2026-06-08 17:57:00,U1047,sandra.lewis,/shared/sales/pricing/notes_602.zip,DOWNLOAD,1264,WKSTN-U1047,False
FILE038691,2026-06-08 17:23:00,U1094,elizabeth.lewis69,/shared/it/network_configs/data_750.xlsx,WRITE,2076,WKSTN-U1094,False
FILE018009,2026-06-08 17:26:00,U1044,lisa.ramirez9,/shared/hr/employee_records/report_527.csv,WRITE,4975,WKSTN-U1044,True
FILE036903,2026-06-08 17:00:00,U1090,mary.hill,/shared/it/backups/summary_238.docx,WRITE,4391,WKSTN-U1090,False
FILE013652,2026-06-08 16:47:00,U1033,linda.miller,/shared/hr/employee_records/summary_332.zip,WRITE,1787,WKSTN-U1033,True
FILE030430,2026-06-08 17:14:00,U1075,steven.lewis,  /shared/legal/compliance/report_179.zip ,READ,2853,WKSTN-U1075,False
FILE030428,2026-06-08 17:44:00,U1075,steven.lewis,/shared/legal/contracts/report_781.pptx,READ,4409,WKSTN-U1075,False
FILE000107,2026-06-08 17:18:00,U1001,linda.johnson95,/shared/finance/reports/report_461.pptx,WRITE,2653,WKSTN-U1001,False
FILE007038,2026-06-09 07:40:00,U1018,betty.white57,/shared/eng/ci_configs/notes_497.pdf,DOWNLOAD,3320,WKSTN-U1018,False
FILE029231,2026-06-08 17:37:00,U1072,kenneth.lopez,/shared/legal/case_files/plan_920.pdf,READ,1378,WKSTN-U1072,True
FILE011964,2026-06-08 16:44:00,U1029,michelle.garcia54,/shared/eng/source_code/report_858.pptx,READ,2182,WKSTN-U1029,False
FILE019639,2026-06-08 17:28:00,U1048,jennifer.thomas87,/shared/sales/contracts/notes_983.docx,WRITE,2322,WKSTN-U1048,False
FILE024797,2026-06-08 17:10:00,U1061,jessica.rodriguez,/shared/sales/pricing/plan_338.pdf,DOWNLOAD,2186,WKSTN-U1061,False
FILE031594,2026-06-08 17:16:00,U1078,michelle.miller,/shared/legal/compliance/notes_335.xlsx,WRITE,767,WKSTN-U1078,False
FILE018025,2026-06-09 07:58:00,U1044,lisa.ramirez9,/shared/hr/recruitment/report_444.pptx,READ,2998,WKSTN-U1044,False
FILE011962,2026-06-08 17:15:00,U1029,michelle.garcia54,/shared/eng/ci_configs/notes_491.docx,READ,4847,WKSTN-U1029,False
FILE002143,2026-06-09 07:58:00,U1006,george.gonzalez,/shared/finance/payroll/summary_527.pdf,DOWNLOAD,3482,WKSTN-U1006,True
FILE040336,2026-06-09 07:55:00,U1098,nancy.wright49,/shared/exec/board_docs/report_795.zip,READ,1738,WKSTN-U1098,True
FILE007505,2026-06-09 08:03:00,U1019,donna.anderson,/shared/eng/source_code/data_466.xlsx,WRITE,4671,WKSTN-U1019,False
FILE018008,2026-06-08 17:49:00,U1044,lisa.ramirez9,/shared/hr/recruitment/report_482.docx,READ,4350,WKSTN-U1044,False
FILE030840,2026-06-09 08:53:00,U1076,john.torres,/shared/legal/case_files/data_987.zip,READ,3566,WKSTN-U1076,True
FILE016436,2026-06-09 08:16:00,U1040,matthew.martin,/shared/hr/recruitment/summary_858.docx,WRITE,4371,WKSTN-U1040,False
FILE010644,2026-06-09 08:49:00,U1026,elizabeth.gonzalez,/shared/eng/ci_configs/report_647.pptx,WRITE,,WKSTN-U1026,False
FILE015235,2026-06-09 09:08:00,U1037,robert.martin,/shared/hr/employee_records/plan_740.pdf,DOWNLOAD,3514,WKSTN-U1037,True
FILE031222,2026-06-09 08:46:00,U1077,kimberly.harris58,/shared/legal/contracts/plan_235.xlsx,READ,3249,WKSTN-U1077,False
FILE019653,2026-06-09 08:46:00,U1048,jennifer.thomas87,/shared/sales/leads/data_75.xlsx,,4603,WKSTN-U1048,False
FILE022821,2026-06-09 08:16:00,U1056,anthony.clark,,READ,887,WKSTN-U1056,False
FILE025623,2026-06-09 08:42:00,U1063,john.nguyen,/shared/legal/contracts/plan_225.docx,READ,162,WKSTN-U1063,False
FILE029247,2026-06-09 09:04:00,U1072,kenneth.lopez,/shared/legal/case_files/plan_390.csv,READ,2617,WKSTN-U1072,True
FILE024814,2026-06-09 09:03:00,U1061,jessica.rodriguez,/shared/sales/leads/plan_395.docx,READ,1244,WKSTN-U1061,False
FILE002915,2026-06-09 08:46:00,U1008,joshua.hernandez,/shared/finance/budgets/notes_564.csv,READ,1803,WKSTN-U1008,False
FILE040339,2026-06-09 08:10:00,U1098,nancy.wright49,/shared/exec/mna/notes_831.csv,READ,2093,WKSTN-U1098,True
FILE019251,2026-06-09 09:07:00,U1047,  sandra.lewis ,/shared/sales/pricing/report_542.csv,DOWNLOAD,623,WKSTN-U1047,False
FILE013269,2026-06-09 08:36:00,U1032,paul.wright91,/shared/hr/employee_records/plan_978.docx,READ,2691,,True
FILE041098,2026-06-09 08:40:00,U1100,daniel.brown38,/shared/exec/board_docs/report_308.docx,WRITE,3291,WKSTN-U1100,True
FILE030449,2026-06-09 08:50:00,U1075,steven.lewis,/shared/legal/compliance/report_628.csv,READ,2434,WKSTN-U1075,False
FILE005689,2026-06-09 09:01:00,U1015,lisa.hernandez	,  /shared/finance/reports/report_698.docx ,READ,3244,WKSTN-U1015,False
FILE015237,2026-06-09 08:10:00,U1037,robert.martin,/shared/hr/recruitment/notes_553.pdf,WRITE,2862,WKSTN-U1037,False
FILE019254,2026-06-09 08:27:00,U1047,sandra.lewis,/shared/sales/pricing/summary_704.csv,,3598,WKSTN-U1047,False
FILE040719,2026-06-09 08:57:00,U1099,joseph.garcia,/shared/exec/mna/data_38.pdf,READ,2233,WKSTN-U1099,True
FILE013266,2026-06-09 08:15:00,U1032,paul.wright91,/shared/hr/employee_records/notes_293.csv,READ,1723,WKSTN-U1032,True
FILE015239,2026-06-09 08:14:00,U1037,robert.martin,/shared/hr/recruitment/data_886.docx,READ,3901,WKSTN-U1037,False
FILE022820,2026-06-09 08:58:00,U1056,anthony.clark,/shared/sales/leads/plan_790.csv,READ,4911,WKSTN-U1056,False
FILE013267,2026-06-09 09:04:00,U1032,paul.wright91,/shared/hr/recruitment/data_591.zip,READ,1470,WKSTN-U1032,False
FILE014049,2026-06-09 08:34:00,U1034,thomas.allen63,/shared/hr/employee_records/data_829.pptx,READ,2444,WKSTN-U1034,True
FILE023228,2026-06-09 09:30:00,U1057,nancy.sanchez,/shared/sales/pricing/plan_501.csv,READ,3870,WKSTN-U1057,False
FILE010645,2026-06-09 09:31:00,U1026,elizabeth.gonzalez,/shared/eng/design_docs/summary_668.docx,READ,2779,WKSTN-U1026,False
FILE034206,2026-06-09 09:15:00,U1084,  joshua.taylor ,/shared/it/backups/report_959.zip,DOWNLOAD,4662,WKSTN-U1084,False
FILE008848,2026-06-09 09:21:00,U1022,sandra.brown,  /shared/eng/source_code/data_721.zip ,WRITE,1409,WKSTN-U1022,False
FILE026020,2026-06-09 09:08:00,U1064,matthew.wright55,/shared/legal/compliance/report_740.csv,READ,4121,WKSTN-U1064,False
FILE015647,2026-06-09 09:09:00,U1038,emily.clark,/shared/hr/policies/report_309.docx,WRITE,4053,WKSTN-U1038,False
FILE008847,2026-06-09 09:14:00,U1022,sandra.brown,/shared/eng/design_docs/report_849.zip,READ,523,WKSTN-U1022,False
FILE030036,2026-06-09 09:23:00,U1074,sarah.williams7,/shared/legal/compliance/notes_213.xlsx,WRITE,3598,WKSTN-U1074,False
FILE021607,2026-06-09 09:43:00,U1053,john.jackson31,/shared/sales/leads/plan_398.zip,DOWNLOAD,346,WKSTN-U1053,False
FILE015240,2026-06-09 09:14:00,U1037,robert.martin,/shared/hr/employee_records/data_484.zip,WRITE,2648,WKSTN-U1037,True
FILE007037,2026-06-09 09:39:00,U1018,betty.white57,/shared/eng/design_docs/report_354.docx,READ,3239,WKSTN-U1018,False
FILE036041,2026-06-09 09:38:00,U1088,andrew.smith85,/shared/it/network_configs/plan_387.docx,READ,2589,WKSTN-U1088,False
FILE031223,2026-06-09 09:31:00,U1077,  kimberly.harris58 ,/shared/legal/contracts/summary_481.pptx,READ,714,WKSTN-U1077,False
FILE034205,2026-06-09 09:19:00,U1084,joshua.taylor,/shared/it/credentials_vault/data_129.pdf,READ,4135,WKSTN-U1084,True
FILE027602,2026-06-09 09:34:00,U1068,susan.thompson34,/shared/legal/contracts/summary_775.xlsx,READ,2919,WKSTN-U1068,False
FILE036040,2026-06-09 09:13:00,U1088,andrew.smith85,/shared/it/network_configs/summary_683.docx,WRITE,4571,WKSTN-U1088,
FILE022823,2026-06-09 09:11:00,U1056,anthony.clark,/shared/sales/contracts/data_783.csv,WRITE,863,WKSTN-U1056,False
FILE013668,2026-06-09 09:26:00,U1033,linda.miller,  /shared/hr/employee_records/report_785.xlsx ,READ,3145,WKSTN-U1033,True
FILE025622,2026-06-09 09:34:00,U1063,JOHN.NGUYEN,/shared/legal/contracts/report_21.xlsx,READ,2591,WKSTN-U1063,False
FILE002535,2026-06-09 09:26:00,U1007,sarah.robinson82,/shared/finance/payroll/summary_480.zip,READ,94,WKSTN-U1007,True
FILE019655,2026-06-09 09:27:00,U1048,jennifer.thomas87,/shared/sales/contracts/summary_191.xlsx,READ,2142,WKSTN-U1048,False
FILE036042,2026-06-09 09:40:00,U1088,andrew.smith85,/shared/it/credentials_vault/plan_540.zip,READ,4283,WKSTN-U1088,True
FILE035550,2026-06-09 09:17:00,U1087,charles.sanchez,/shared/it/network_configs/data_821.pptx,WRITE,,WKSTN-U1087,False
FILE014047,2026-06-09 09:09:00,U1034,thomas.allen63,/shared/hr/recruitment/data_267.pptx,READ,2837,WKSTN-U1034,False
FILE028429,2026-06-09 09:26:00,U1070,betty.thomas40,/shared/legal/contracts/notes_850.csv	,READ,4152,WKSTN-U1070,False
FILE022818,2026-06-09 10:03:00,U1056,anthony.clark,/shared/sales/contracts/summary_795.csv,READ,4582,WKSTN-U1056,False
FILE001737,2026-06-09 10:11:00,U1005,ROBERT.ROBINSON,/shared/finance/budgets/data_586.pdf,READ,1275,WKSTN-U1005,False
FILE007509,2026-06-09 09:48:00,U1019,donna.anderson,/shared/eng/source_code/report_226.pdf,READ,783,WKSTN-U1019,False
FILE004050,2026-06-09 10:10:00,U1011,donna.ramirez75,/shared/finance/payroll/notes_642.pptx,READ,313,WKSTN-U1011,True
FILE033322,2026-06-09 09:51:00,U1082,karen.hill96,/shared/it/credentials_vault/summary_970.pdf,READ,2135,WKSTN-U1082,True
FILE023610,2026-06-09 10:02:00,U1058,jennifer.ramirez18,/shared/sales/leads/plan_95.docx,READ,4027,WKSTN-U1058,False
FILE012420,2026-06-09 10:13:00,U1030,betty.rodriguez86,/shared/eng/source_code/plan_578.csv,READ,3211,WKSTN-U1030,False
FILE012418,2026-06-09 09:52:00,U1030,betty.rodriguez86,/shared/eng/design_docs/data_973.pdf,READ,4190,WKSTN-U1030,
FILE029249,2026-06-09 09:48:00,U1072,kenneth.lopez,/shared/legal/contracts/summary_792.zip,READ,2779,,False
FILE037819,2026-06-09 09:59:00,U1092,steven.thomas,/shared/it/network_configs/summary_320.csv,READ,930,WKSTN-U1092,False
FILE026017,2026-06-09 09:50:00,U1064,matthew.wright55,/shared/legal/case_files/summary_175.pdf,WRITE,4531,WKSTN-U1064,True
FILE018421,2026-06-09 10:07:00,U1045,daniel.sanchez90,/shared/hr/employee_records/data_712.docx,READ,4516,WKSTN-U1045,True
FILE001738,2026-06-09 10:15:00,U1005,robert.robinson,/shared/finance/payroll/data_384.pdf,READ,249,,True
FILE030038,2026-06-09 09:56:00,U1074,SARAH.WILLIAMS7,/shared/legal/case_files/summary_762.docx,READ,,WKSTN-U1074,True
FILE025228,2026-06-09 09:59:00,U1062,william.martin,/shared/sales/leads/report_807.pptx,WRITE,3620,WKSTN-U1062,False
FILE010197,2026-06-09 10:11:00,U1025,betty.brown22,/shared/eng/ci_configs/notes_320.xlsx,READ,4994,WKSTN-U1025,False
FILE030842,2026-06-09 10:02:00,U1076,john.torres,/shared/legal/compliance/notes_502.docx,READ,4390,WKSTN-U1076,False
FILE000534,2026-06-09 09:46:00,U1002,donna.ramirez,/shared/finance/budgets/data_847.zip,WRITE,350,WKSTN-U1002,False
FILE023608,2026-06-09 10:11:00,U1058,jennifer.ramirez18,/shared/sales/leads/notes_82.csv,READ,3773,WKSTN-U1058,False
FILE036923,2026-06-09 09:47:00,U1090,mary.hill,/shared/it/backups/data_834.pptx,READ,363,WKSTN-U1090,False
FILE037378,2026-06-09 09:45:00,U1091,linda.robinson,/shared/it/credentials_vault/data_472.zip,WRITE,4215,WKSTN-U1091,True
FILE010647,2026-06-09 09:58:00,U1026,elizabeth.gonzalez,/shared/eng/design_docs/report_272.pdf	,READ,3439,WKSTN-U1026,False
FILE026016,2026-06-09 09:50:00,U1064,matthew.wright55,/shared/legal/contracts/data_109.xlsx,WRITE,4218,WKSTN-U1064,False
FILE027238,2026-06-09 10:13:00,U1067,paul.thomas97,/shared/legal/case_files/report_642.zip,WRITE,4213,WKSTN-U1067,True
FILE000943,2026-06-09 09:44:00,U1003,kenneth.clark29,/shared/finance/payroll/data_333.zip,READ,3681,WKSTN-U1003,True
FILE002536,2026-06-09 10:26:00,U1007,  sarah.robinson82 ,/shared/finance/payroll/plan_877.pptx,READ,4321,WKSTN-U1007,True
FILE014839,2026-06-09 10:38:00,U1036,linda.jones,  /shared/hr/policies/data_411.pptx ,READ,4958,WKSTN-U1036,False
FILE034667,2026-06-09 10:22:00,U1085,barbara.walker67,/shared/it/backups/notes_795.xlsx,DOWNLOAD,3510,,False
FILE001734,2026-06-09 10:20:00,U1005,robert.robinson,/shared/finance/payroll/notes_133.zip,READ,4354,,True
FILE024415,2026-06-09 10:37:00,U1060,matthew.anderson,/shared/sales/leads/report_150.csv,READ,2065,WKSTN-U1060	,False
FILE036467,2026-06-09 10:16:00,U1089,paul.brown27,/shared/it/network_configs/plan_835.docx,READ,4742,WKSTN-U1089,
FILE001735,2026-06-09 10:15:00,U1005,robert.robinson,/shared/finance/reports/summary_467.csv,READ,1304,WKSTN-U1005,False
FILE000532,2026-06-09 10:24:00,U1002,donna.ramirez,/shared/finance/payroll/notes_322.csv,READ,2955,WKSTN-U1002,True
FILE030839,2026-06-09 10:31:00,U1076,john.torres,/shared/legal/compliance/summary_126.pdf,,4204,WKSTN-U1076,False
FILE024811,2026-06-09 10:38:00,U1061,jessica.rodriguez	,/shared/sales/leads/summary_247.pdf,READ,2124,WKSTN-U1061,False
FILE012850,2026-06-09 10:19:00,U1031,john.wright28,/shared/hr/employee_records/plan_936.pdf,WRITE,3122,WKSTN-U1031,True
FILE004443,2026-06-09 10:29:00,U1012,linda.martinez,/shared/finance/reports/notes_185.pdf,READ,655,WKSTN-U1012	,False
FILE036043,2026-06-09 10:34:00,U1088,ANDREW.SMITH85,/shared/it/network_configs/notes_389.pptx,READ,4011,WKSTN-U1088,False
FILE028855,2026-06-09 10:24:00,U1071,matthew.robinson35,/shared/legal/contracts/plan_354.xlsx,WRITE,3834,WKSTN-U1071,
FILE029645,2026-06-09 10:41:00,U1073,michael.gonzalez,/shared/legal/case_files/notes_831.zip,READ,523,WKSTN-U1073,True
FILE027235,2026-06-09 10:24:00,U1067,paul.thomas97,/shared/legal/compliance/report_553.pptx,READ,652,WKSTN-U1067,False
FILE022025,2026-06-09 10:43:00,U1054,anthony.martinez,/shared/sales/contracts/notes_94.docx,READ,1614,WKSTN-U1054,False
FILE014455,2026-06-09 10:34:00,U1035,nancy.rodriguez82,/shared/hr/policies/report_513.xlsx,READ,693,WKSTN-U1035,False
FILE030446,2026-06-09 10:17:00,U1075,steven.lewis,/shared/legal/case_files/plan_821.csv,WRITE,3878,WKSTN-U1075,True
FILE004447,2026-06-09 10:34:00,U1012,linda.martinez,/shared/finance/budgets/data_81.pptx,WRITE,4702,WKSTN-U1012	,
FILE017638,2026-06-09 10:26:00,U1043,thomas.williams91,/shared/hr/policies/notes_219.docx,READ,348,WKSTN-U1043,False
FILE013265,2026-06-09 10:33:00,U1032,paul.wright91,/shared/hr/recruitment/notes_856.pptx,WRITE,1447,WKSTN-U1032	,False
FILE036926,2026-06-09 10:38:00,U1090,MARY.HILL,/shared/it/backups/data_380.pdf,READ,4861,WKSTN-U1090,False
FILE036469,2026-06-09 10:40:00,U1089,paul.brown27,/shared/it/backups/report_954.pptx,READ,231,WKSTN-U1089,False
FILE024813,2026-06-09 10:21:00,U1061,  jessica.rodriguez ,/shared/sales/contracts/data_147.pptx,READ,2756,WKSTN-U1061,False
FILE009300,2026-06-09 11:18:00,U1023,richard.wright,/shared/eng/source_code/notes_759.pdf,READ,4915,WKSTN-U1023,False
FILE022026,2026-06-09 10:59:00,U1054,anthony.martinez,/shared/sales/leads/data_864.pptx,DOWNLOAD,2855,WKSTN-U1054,False
FILE012852,2026-06-09 11:13:00,U1031,john.wright28,/shared/hr/employee_records/plan_15.xlsx,DOWNLOAD,4237,WKSTN-U1031,True
FILE026018,2026-06-09 11:08:00,U1064,matthew.wright55,/shared/legal/compliance/plan_122.pptx,WRITE,2635,WKSTN-U1064,False
FILE012419,2026-06-09 11:09:00,U1030,,/shared/eng/ci_configs/plan_65.pptx,WRITE,,WKSTN-U1030,False
